gate_event_id,order_id,depot_id,truck_id,event_type,event_timestamp,tare_weight_kg,gross_weight_kg,rfid_transponder_id,gate_lane
GE-0013823,LO-KOTPS1-02330,mombasa,TRK-0102,GATE_IN,2026-07-22 12:39:20,16425,0,RFID-KDA560J,Tare Scale 1
GE-0013824,LO-KOTPS1-02330,mombasa,TRK-0102,GATE_OUT,2026-07-22 14:17:11,16425,46225,RFID-KDA560J,Gross Weighbridge Platform 2
GE-0013825,LO-KOTPS1-02331,mombasa,TRK-0638,ARRIVAL,2026-07-22 10:22:29,0,0,RFID-KDP527K,Outer Lane 2
GE-0013826,LO-KOTPS1-02331,mombasa,TRK-0638,GATE_IN,2026-07-22 10:31:29,14656,0,RFID-KDP527K,Tare Scale 1
GE-0013827,LO-KOTPS1-02331,mombasa,TRK-0638,GATE_OUT,2026-07-22 11:34:00,14656,41476,RFID-KDP527K,Gross Weighbridge Platform 2
GE-0013828,LO-KOTPS1-02332,mombasa,TRK-0642,ARRIVAL,2026-07-22 10:22:36,0,0,RFID-KCF923Q,Outer Lane 3
GE-0013829,LO-KOTPS1-02332,mombasa,TRK-0642,GATE_IN,2026-07-22 10:31:36,15844,0,RFID-KCF923Q,Tare Scale 2
GE-0013830,LO-KOTPS1-02332,mombasa,TRK-0642,GATE_OUT,2026-07-22 11:49:55,15844,47764,RFID-KCF923Q,Gross Weighbridge Platform 1
GE-0013831,LO-PS25-01697,nakuru,TRK-0111,ARRIVAL,2026-07-22 11:19:21,0,0,RFID-KDS430C,Outer Lane 1
GE-0013832,LO-PS25-01697,nakuru,TRK-0111,GATE_IN,2026-07-22 11:31:21,14206,0,RFID-KDS430C,Tare Scale 2
GE-0013833,LO-PS25-01697,nakuru,TRK-0111,GATE_OUT,2026-07-22 12:57:24,14206,39536,RFID-KDS430C,Gross Weighbridge Platform 1
GE-0013834,LO-KOTPS1-02333,mombasa,TRK-0299,ARRIVAL,2026-07-22 09:32:45,0,0,RFID-KCA267Z,Outer Lane 1
GE-0013835,LO-KOTPS1-02333,mombasa,TRK-0299,GATE_IN,2026-07-22 09:47:45,15981,0,RFID-KCA267Z,Tare Scale 2
GE-0013836,LO-KOTPS1-02333,mombasa,TRK-0299,GATE_OUT,2026-07-22 11:23:25,15981,47901,RFID-KCA267Z,Gross Weighbridge Platform 1
GE-0013837,LO-KOTPS1-02334,mombasa,TRK-0459,ARRIVAL,2026-07-22 14:18:45,0,0,RFID-KCT684K,Outer Lane 2
GE-0013838,LO-KOTPS1-02334,mombasa,TRK-0459,GATE_IN,2026-07-22 14:36:45,12749,0,RFID-KCT684K,Tare Scale 2
GE-0013839,LO-KOTPS1-02334,mombasa,TRK-0459,GATE_OUT,2026-07-22 15:46:04,12749,36269,RFID-KCT684K,Gross Weighbridge Platform 2
GE-0013840,LO-KOTPS1-02335,mombasa,TRK-0295,ARRIVAL,2026-07-22 09:38:56,0,0,RFID-KCQ867E,Outer Lane 3
GE-0013841,LO-KOTPS1-02335,mombasa,TRK-0295,GATE_IN,2026-07-22 09:50:56,15092,0,RFID-KCQ867E,Tare Scale 1
GE-0013842,LO-KOTPS1-02335,mombasa,TRK-0295,GATE_OUT,2026-07-22 10:54:38,15092,44036,RFID-KCQ867E,Gross Weighbridge Platform 1
GE-0013843,LO-PS10-02821,nairobi,TRK-0582,ARRIVAL,2026-07-22 12:14:41,0,0,RFID-KBN453H,Outer Lane 1
GE-0013844,LO-PS10-02821,nairobi,TRK-0582,GATE_IN,2026-07-22 12:32:41,13529,0,RFID-KBN453H,Tare Scale 2
GE-0013845,LO-PS10-02821,nairobi,TRK-0582,GATE_OUT,2026-07-22 13:48:21,13529,40409,RFID-KBN453H,Gross Weighbridge Platform 2
GE-0013846,LO-KOTPS1-02336,mombasa,TRK-0595,ARRIVAL,2026-07-22 10:11:41,0,0,RFID-KCG966D,Outer Lane 2
GE-0013847,LO-KOTPS1-02336,mombasa,TRK-0595,GATE_IN,2026-07-22 10:22:41,15813,0,RFID-KCG966D,Tare Scale 2
GE-0013848,LO-KOTPS1-02336,mombasa,TRK-0595,GATE_OUT,2026-07-22 12:11:25,15813,45613,RFID-KCG966D,Gross Weighbridge Platform 2
GE-0013849,LO-PS10-02822,nairobi,TRK-0272,ARRIVAL,2026-07-22 18:02:41,0,0,RFID-KDY715L,Outer Lane 3
GE-0013850,LO-PS10-02822,nairobi,TRK-0272,GATE_IN,2026-07-22 18:14:41,14180,0,RFID-KDY715L,Tare Scale 2
GE-0013851,LO-PS10-02822,nairobi,TRK-0272,GATE_OUT,2026-07-22 19:35:38,14180,41210,RFID-KDY715L,Gross Weighbridge Platform 1
GE-0013852,LO-KOTPS1-02337,mombasa,TRK-0048,ARRIVAL,2026-07-22 16:35:05,0,0,RFID-KCE253C,Outer Lane 1
GE-0013853,LO-KOTPS1-02337,mombasa,TRK-0048,GATE_IN,2026-07-22 16:52:05,15676,0,RFID-KCE253C,Tare Scale 1
GE-0013854,LO-KOTPS1-02337,mombasa,TRK-0048,GATE_OUT,2026-07-22 18:14:07,15676,43986,RFID-KCE253C,Gross Weighbridge Platform 2
GE-0013855,LO-PS10-02823,nairobi,TRK-0691,ARRIVAL,2026-07-22 15:29:04,0,0,RFID-KDM647B,Outer Lane 1
GE-0013856,LO-PS10-02823,nairobi,TRK-0691,GATE_IN,2026-07-22 15:40:04,15247,0,RFID-KDM647B,Tare Scale 2
GE-0013857,LO-PS10-02823,nairobi,TRK-0691,GATE_OUT,2026-07-22 17:42:47,15247,47167,RFID-KDM647B,Gross Weighbridge Platform 2
GE-0013858,LO-KOTPS1-02338,mombasa,TRK-0049,ARRIVAL,2026-07-22 16:28:03,0,0,RFID-KBM526A,Outer Lane 2
GE-0013859,LO-KOTPS1-02338,mombasa,TRK-0049,GATE_IN,2026-07-22 16:38:03,14936,0,RFID-KBM526A,Tare Scale 1
GE-0013860,LO-KOTPS1-02338,mombasa,TRK-0049,GATE_OUT,2026-07-22 18:06:16,14936,41756,RFID-KBM526A,Gross Weighbridge Platform 2
GE-0013861,LO-KOTPS1-02339,mombasa,TRK-0475,ARRIVAL,2026-07-22 17:35:09,0,0,RFID-KBD949V,Outer Lane 2
GE-0013862,LO-KOTPS1-02339,mombasa,TRK-0475,GATE_IN,2026-07-22 17:52:09,15370,0,RFID-KBD949V,Tare Scale 1
GE-0013863,LO-KOTPS1-02339,mombasa,TRK-0475,GATE_OUT,2026-07-22 19:04:05,15370,47290,RFID-KBD949V,Gross Weighbridge Platform 1
GE-0013864,LO-KOTPS1-02340,mombasa,TRK-0291,ARRIVAL,2026-07-22 12:15:46,0,0,RFID-KDM861H,Outer Lane 2
GE-0013865,LO-KOTPS1-02340,mombasa,TRK-0291,GATE_IN,2026-07-22 12:21:46,13813,0,RFID-KDM861H,Tare Scale 1
GE-0013866,LO-KOTPS1-02340,mombasa,TRK-0291,GATE_OUT,2026-07-22 13:54:31,13813,40693,RFID-KDM861H,Gross Weighbridge Platform 2
GE-0013867,LO-KOTPS1-02341,mombasa,TRK-0524,ARRIVAL,2026-07-22 12:06:41,0,0,RFID-KDK780G,Outer Lane 1
GE-0013868,LO-KOTPS1-02341,mombasa,TRK-0524,GATE_IN,2026-07-22 12:18:41,13655,0,RFID-KDK780G,Tare Scale 1
GE-0013869,LO-KOTPS1-02341,mombasa,TRK-0524,GATE_OUT,2026-07-22 13:43:47,13655,37495,RFID-KDK780G,Gross Weighbridge Platform 2
GE-0013870,LO-PS27-01535,eldoret,TRK-0435,ARRIVAL,2026-07-22 12:40:55,0,0,RFID-KBW601Z,Outer Lane 1
GE-0013871,LO-PS27-01535,eldoret,TRK-0435,GATE_IN,2026-07-22 12:45:55,14683,0,RFID-KBW601Z,Tare Scale 1
GE-0013872,LO-PS27-01535,eldoret,TRK-0435,GATE_OUT,2026-07-22 14:21:49,14683,43243,RFID-KBW601Z,Gross Weighbridge Platform 2
GE-0013873,LO-PS25-01698,nakuru,TRK-0739,ARRIVAL,2026-07-22 13:44:16,0,0,RFID-KCS764B,Outer Lane 1
GE-0013874,LO-PS25-01698,nakuru,TRK-0739,GATE_IN,2026-07-22 14:01:16,14031,0,RFID-KCS764B,Tare Scale 2
GE-0013875,LO-PS25-01698,nakuru,TRK-0739,GATE_OUT,2026-07-22 15:35:26,14031,42591,RFID-KCS764B,Gross Weighbridge Platform 2
GE-0013876,LO-KOTPS1-02342,mombasa,TRK-0043,ARRIVAL,2026-07-22 11:28:50,0,0,RFID-KCF944Y,Outer Lane 3
GE-0013877,LO-KOTPS1-02342,mombasa,TRK-0043,GATE_IN,2026-07-22 11:46:50,14015,0,RFID-KCF944Y,Tare Scale 1
GE-0013878,LO-KOTPS1-02342,mombasa,TRK-0043,GATE_OUT,2026-07-22 12:59:38,14015,42575,RFID-KCF944Y,Gross Weighbridge Platform 2
GE-0013879,LO-PS28-01387,kisumu,TRK-0650,ARRIVAL,2026-07-22 08:15:05,0,0,RFID-KCT912D,Outer Lane 2
GE-0013880,LO-PS28-01387,kisumu,TRK-0650,GATE_IN,2026-07-22 08:19:05,13741,0,RFID-KCT912D,Tare Scale 1
GE-0013881,LO-PS28-01387,kisumu,TRK-0650,GATE_OUT,2026-07-22 09:22:38,13741,40621,RFID-KCT912D,Gross Weighbridge Platform 2
GE-0013882,LO-PS10-02824,nairobi,TRK-0322,ARRIVAL,2026-07-22 09:57:43,0,0,RFID-KBW257F,Outer Lane 3
GE-0013883,LO-PS10-02824,nairobi,TRK-0322,GATE_IN,2026-07-22 10:01:43,14199,0,RFID-KBW257F,Tare Scale 1
GE-0013884,LO-PS10-02824,nairobi,TRK-0322,GATE_OUT,2026-07-22 11:29:14,14199,42759,RFID-KBW257F,Gross Weighbridge Platform 1
GE-0013885,LO-PS10-02826,nairobi,TRK-0014,ARRIVAL,2026-07-22 15:20:35,0,0,RFID-KBR202R,Outer Lane 2
GE-0013886,LO-PS10-02826,nairobi,TRK-0014,GATE_IN,2026-07-22 15:31:35,15656,0,RFID-KBR202R,Tare Scale 1
GE-0013887,LO-PS10-02826,nairobi,TRK-0014,GATE_OUT,2026-07-22 16:38:51,15656,47576,RFID-KBR202R,Gross Weighbridge Platform 1
GE-0013888,LO-PS10-02827,nairobi,TRK-0608,ARRIVAL,2026-07-22 12:34:36,0,0,RFID-KDJ198T,Outer Lane 3
GE-0013889,LO-PS10-02827,nairobi,TRK-0608,GATE_IN,2026-07-22 12:50:36,15903,0,RFID-KDJ198T,Tare Scale 1
GE-0013890,LO-PS10-02827,nairobi,TRK-0608,GATE_OUT,2026-07-22 14:29:44,15903,49503,RFID-KDJ198T,Gross Weighbridge Platform 1
GE-0013891,LO-PS10-02828,nairobi,TRK-0320,ARRIVAL,2026-07-22 14:15:34,0,0,RFID-KBR861E,Outer Lane 1
GE-0013892,LO-PS10-02828,nairobi,TRK-0320,GATE_IN,2026-07-22 14:25:34,15859,0,RFID-KBR861E,Tare Scale 1
GE-0013893,LO-PS10-02828,nairobi,TRK-0320,GATE_OUT,2026-07-22 15:46:32,15859,49459,RFID-KBR861E,Gross Weighbridge Platform 2
GE-0013894,LO-PS27-01536,eldoret,TRK-0313,ARRIVAL,2026-07-22 16:16:40,0,0,RFID-KBY967S,Outer Lane 2
GE-0013895,LO-PS27-01536,eldoret,TRK-0313,GATE_IN,2026-07-22 16:29:40,13113,0,RFID-KBY967S,Tare Scale 2
GE-0013896,LO-PS27-01536,eldoret,TRK-0313,GATE_OUT,2026-07-22 18:13:32,13113,35625,RFID-KBY967S,Gross Weighbridge Platform 2
GE-0013897,LO-PS10-02829,nairobi,TRK-0699,ARRIVAL,2026-07-22 12:50:11,0,0,RFID-KCV388L,Outer Lane 1
GE-0013898,LO-PS10-02829,nairobi,TRK-0699,GATE_IN,2026-07-22 13:07:11,15988,0,RFID-KCV388L,Tare Scale 2
GE-0013899,LO-PS10-02829,nairobi,TRK-0699,GATE_OUT,2026-07-22 14:19:29,15988,44298,RFID-KCV388L,Gross Weighbridge Platform 1
GE-0013900,LO-PS10-02830,nairobi,TRK-0039,ARRIVAL,2026-07-22 15:42:43,0,0,RFID-KDM246T,Outer Lane 2
GE-0013901,LO-PS10-02830,nairobi,TRK-0039,GATE_IN,2026-07-22 15:51:43,15614,0,RFID-KDM246T,Tare Scale 1
GE-0013902,LO-PS10-02830,nairobi,TRK-0039,GATE_OUT,2026-07-22 17:33:22,15614,47534,RFID-KDM246T,Gross Weighbridge Platform 1
GE-0013903,LO-KOTPS1-02343,mombasa,TRK-0027,ARRIVAL,2026-07-22 15:40:55,0,0,RFID-KDV975F,Outer Lane 1
GE-0013904,LO-KOTPS1-02343,mombasa,TRK-0027,GATE_IN,2026-07-22 15:45:55,15255,0,RFID-KDV975F,Tare Scale 1
GE-0013905,LO-KOTPS1-02343,mombasa,TRK-0027,GATE_OUT,2026-07-22 17:02:12,15255,43565,RFID-KDV975F,Gross Weighbridge Platform 2
GE-0013906,LO-PS10-02831,nairobi,TRK-0084,ARRIVAL,2026-07-22 13:12:59,0,0,RFID-KBY554V,Outer Lane 2
GE-0013907,LO-PS10-02831,nairobi,TRK-0084,GATE_IN,2026-07-22 13:27:59,16360,0,RFID-KBY554V,Tare Scale 2
GE-0013908,LO-PS10-02831,nairobi,TRK-0084,GATE_OUT,2026-07-22 14:59:00,16360,46160,RFID-KBY554V,Gross Weighbridge Platform 1
GE-0013909,LO-PS10-02832,nairobi,TRK-0741,ARRIVAL,2026-07-22 15:03:28,0,0,RFID-KCC321E,Outer Lane 3
GE-0013910,LO-PS10-02832,nairobi,TRK-0741,GATE_IN,2026-07-22 15:21:28,12719,0,RFID-KCC321E,Tare Scale 2
GE-0013911,LO-PS10-02832,nairobi,TRK-0741,GATE_OUT,2026-07-22 16:32:58,12719,36239,RFID-KCC321E,Gross Weighbridge Platform 2
GE-0013912,LO-PS10-02833,nairobi,TRK-0119,ARRIVAL,2026-07-22 09:29:56,0,0,RFID-KDL275W,Outer Lane 2
GE-0013913,LO-PS10-02833,nairobi,TRK-0119,GATE_IN,2026-07-22 09:37:56,14099,0,RFID-KDL275W,Tare Scale 1
GE-0013914,LO-PS10-02833,nairobi,TRK-0119,GATE_OUT,2026-07-22 10:55:31,14099,39429,RFID-KDL275W,Gross Weighbridge Platform 1
GE-0013915,LO-PS27-01537,eldoret,TRK-0365,ARRIVAL,2026-07-22 15:16:41,0,0,RFID-KDU159P,Outer Lane 2
GE-0013916,LO-PS27-01537,eldoret,TRK-0365,GATE_IN,2026-07-22 15:25:41,14390,0,RFID-KDU159P,Tare Scale 2
GE-0013917,LO-PS27-01537,eldoret,TRK-0365,GATE_OUT,2026-07-22 16:26:38,14390,42950,RFID-KDU159P,Gross Weighbridge Platform 2
GE-0013918,LO-KOTPS1-02344,mombasa,TRK-0089,ARRIVAL,2026-07-22 11:13:50,0,0,RFID-KBC339P,Outer Lane 3
GE-0013919,LO-KOTPS1-02344,mombasa,TRK-0089,GATE_IN,2026-07-22 11:24:50,14140,0,RFID-KBC339P,Tare Scale 2
GE-0013920,LO-KOTPS1-02344,mombasa,TRK-0089,GATE_OUT,2026-07-22 12:39:32,14140,37980,RFID-KBC339P,Gross Weighbridge Platform 2
GE-0013921,LO-PS10-02834,nairobi,TRK-0283,ARRIVAL,2026-07-22 16:40:53,0,0,RFID-KDX550D,Outer Lane 3
GE-0013922,LO-PS10-02834,nairobi,TRK-0283,GATE_IN,2026-07-22 16:54:53,14132,0,RFID-KDX550D,Tare Scale 1
GE-0013923,LO-PS10-02834,nairobi,TRK-0283,GATE_OUT,2026-07-22 18:30:58,14132,39462,RFID-KDX550D,Gross Weighbridge Platform 1
GE-0013924,LO-PS25-01699,nakuru,TRK-0732,ARRIVAL,2026-07-22 07:49:33,0,0,RFID-KBH992Z,Outer Lane 2
GE-0013925,LO-PS25-01699,nakuru,TRK-0732,GATE_IN,2026-07-22 08:04:33,14615,0,RFID-KBH992Z,Tare Scale 1
GE-0013926,LO-PS25-01699,nakuru,TRK-0732,GATE_OUT,2026-07-22 09:15:09,14615,44855,RFID-KBH992Z,Gross Weighbridge Platform 2
GE-0013927,LO-PS27-01538,eldoret,TRK-0628,ARRIVAL,2026-07-22 13:46:34,0,0,RFID-KCP814G,Outer Lane 3
GE-0013928,LO-PS27-01538,eldoret,TRK-0628,GATE_IN,2026-07-22 13:53:34,13811,0,RFID-KCP814G,Tare Scale 1
GE-0013929,LO-PS27-01538,eldoret,TRK-0628,GATE_OUT,2026-07-22 15:21:47,13811,37651,RFID-KCP814G,Gross Weighbridge Platform 2
GE-0013930,LO-KOTPS1-02345,mombasa,TRK-0465,ARRIVAL,2026-07-22 13:07:12,0,0,RFID-KDX486S,Outer Lane 1
GE-0013931,LO-KOTPS1-02345,mombasa,TRK-0465,GATE_IN,2026-07-22 13:16:12,14893,0,RFID-KDX486S,Tare Scale 1
GE-0013932,LO-KOTPS1-02345,mombasa,TRK-0465,GATE_OUT,2026-07-22 14:39:02,14893,41713,RFID-KDX486S,Gross Weighbridge Platform 2
GE-0013933,LO-PS25-01700,nakuru,TRK-0254,ARRIVAL,2026-07-22 17:16:55,0,0,RFID-KDC440L,Outer Lane 3
GE-0013934,LO-PS25-01700,nakuru,TRK-0254,GATE_IN,2026-07-22 17:32:55,14992,0,RFID-KDC440L,Tare Scale 2
GE-0013935,LO-PS25-01700,nakuru,TRK-0254,GATE_OUT,2026-07-22 19:14:23,14992,41812,RFID-KDC440L,Gross Weighbridge Platform 2
GE-0013936,LO-KOTPS1-02346,mombasa,TRK-0313,ARRIVAL,2026-07-22 09:23:51,0,0,RFID-KBY967S,Outer Lane 2
GE-0013937,LO-KOTPS1-02346,mombasa,TRK-0313,GATE_IN,2026-07-22 09:39:51,13113,0,RFID-KBY967S,Tare Scale 1
GE-0013938,LO-KOTPS1-02346,mombasa,TRK-0313,GATE_OUT,2026-07-22 10:44:05,13113,35373,RFID-KBY967S,Gross Weighbridge Platform 2
GE-0013939,LO-KOTPS1-02347,mombasa,TRK-0029,ARRIVAL,2026-07-22 13:54:58,0,0,RFID-KCW824J,Outer Lane 3
GE-0013940,LO-KOTPS1-02347,mombasa,TRK-0029,GATE_IN,2026-07-22 14:02:58,14709,0,RFID-KCW824J,Tare Scale 2
GE-0013941,LO-KOTPS1-02347,mombasa,TRK-0029,GATE_OUT,2026-07-22 15:51:05,14709,41529,RFID-KCW824J,Gross Weighbridge Platform 2
GE-0013942,LO-PS10-02835,nairobi,TRK-0354,ARRIVAL,2026-07-22 10:19:50,0,0,RFID-KDA961D,Outer Lane 1
GE-0013943,LO-PS10-02835,nairobi,TRK-0354,GATE_IN,2026-07-22 10:28:50,15916,0,RFID-KDA961D,Tare Scale 1
GE-0013944,LO-PS10-02835,nairobi,TRK-0354,GATE_OUT,2026-07-22 11:46:16,15916,47836,RFID-KDA961D,Gross Weighbridge Platform 1
GE-0013945,LO-PS10-02836,nairobi,TRK-0705,ARRIVAL,2026-07-22 08:58:17,0,0,RFID-KBC186W,Outer Lane 3
GE-0013946,LO-PS10-02836,nairobi,TRK-0705,GATE_IN,2026-07-22 09:05:17,13123,0,RFID-KBC186W,Tare Scale 1
GE-0013947,LO-PS10-02836,nairobi,TRK-0705,GATE_OUT,2026-07-22 10:47:30,13123,35383,RFID-KBC186W,Gross Weighbridge Platform 1
GE-0013948,LO-KOTPS1-02348,mombasa,TRK-0711,ARRIVAL,2026-07-22 08:20:53,0,0,RFID-KBC802F,Outer Lane 2
GE-0013949,LO-KOTPS1-02348,mombasa,TRK-0711,GATE_IN,2026-07-22 08:26:53,13696,0,RFID-KBC802F,Tare Scale 1
GE-0013950,LO-KOTPS1-02348,mombasa,TRK-0711,GATE_OUT,2026-07-22 09:30:06,13696,40576,RFID-KBC802F,Gross Weighbridge Platform 1
GE-0013951,LO-KOTPS1-02349,mombasa,TRK-0192,ARRIVAL,2026-07-22 10:29:51,0,0,RFID-KDY891S,Outer Lane 3
GE-0013952,LO-KOTPS1-02349,mombasa,TRK-0192,GATE_IN,2026-07-22 10:45:51,13608,0,RFID-KDY891S,Tare Scale 1
GE-0013953,LO-KOTPS1-02349,mombasa,TRK-0192,GATE_OUT,2026-07-22 12:27:42,13608,37448,RFID-KDY891S,Gross Weighbridge Platform 1
GE-0013954,LO-PS28-01388,kisumu,TRK-0017,ARRIVAL,2026-07-22 19:43:04,0,0,RFID-KCQ731T,Outer Lane 2
GE-0013955,LO-PS28-01388,kisumu,TRK-0017,GATE_IN,2026-07-22 19:56:04,14425,0,RFID-KCQ731T,Tare Scale 1
GE-0013956,LO-PS28-01388,kisumu,TRK-0017,GATE_OUT,2026-07-22 21:00:50,14425,42985,RFID-KCQ731T,Gross Weighbridge Platform 1
GE-0013957,LO-PS27-01539,eldoret,TRK-0173,ARRIVAL,2026-07-22 07:24:15,0,0,RFID-KDM866Y,Outer Lane 1
GE-0013958,LO-PS27-01539,eldoret,TRK-0173,GATE_IN,2026-07-22 07:40:15,15456,0,RFID-KDM866Y,Tare Scale 2
GE-0013959,LO-PS27-01539,eldoret,TRK-0173,GATE_OUT,2026-07-22 08:40:25,15456,47376,RFID-KDM866Y,Gross Weighbridge Platform 1
GE-0013960,LO-PS25-01701,nakuru,TRK-0175,ARRIVAL,2026-07-22 12:10:22,0,0,RFID-KBJ310R,Outer Lane 1
GE-0013961,LO-PS25-01701,nakuru,TRK-0175,GATE_IN,2026-07-22 12:24:22,16359,0,RFID-KBJ310R,Tare Scale 2
GE-0013962,LO-PS25-01701,nakuru,TRK-0175,GATE_OUT,2026-07-22 13:55:03,16359,49959,RFID-KBJ310R,Gross Weighbridge Platform 2
GE-0013963,LO-PS25-01702,nakuru,TRK-0582,ARRIVAL,2026-07-22 08:29:35,0,0,RFID-KBN453H,Outer Lane 3
GE-0013964,LO-PS25-01702,nakuru,TRK-0582,GATE_IN,2026-07-22 08:35:35,13529,0,RFID-KBN453H,Tare Scale 2
GE-0013965,LO-PS25-01702,nakuru,TRK-0582,GATE_OUT,2026-07-22 09:50:27,13529,40409,RFID-KBN453H,Gross Weighbridge Platform 2
GE-0013966,LO-KOTPS1-02350,mombasa,TRK-0457,ARRIVAL,2026-07-22 12:14:25,0,0,RFID-KBX806J,Outer Lane 3
GE-0013967,LO-KOTPS1-02350,mombasa,TRK-0457,GATE_IN,2026-07-22 12:31:25,13108,0,RFID-KBX806J,Tare Scale 1
GE-0013968,LO-KOTPS1-02350,mombasa,TRK-0457,GATE_OUT,2026-07-22 14:09:42,13108,36628,RFID-KBX806J,Gross Weighbridge Platform 2
GE-0013969,LO-PS27-01540,eldoret,TRK-0049,ARRIVAL,2026-07-22 14:47:39,0,0,RFID-KBM526A,Outer Lane 2
GE-0013970,LO-PS27-01540,eldoret,TRK-0049,GATE_IN,2026-07-22 15:02:39,14936,0,RFID-KBM526A,Tare Scale 1
GE-0013971,LO-PS27-01540,eldoret,TRK-0049,GATE_OUT,2026-07-22 16:18:40,14936,45176,RFID-KBM526A,Gross Weighbridge Platform 2
GE-0013972,LO-PS10-02837,nairobi,TRK-0483,ARRIVAL,2026-07-22 17:54:12,0,0,RFID-KCD954V,Outer Lane 3
GE-0013973,LO-PS10-02837,nairobi,TRK-0483,GATE_IN,2026-07-22 18:00:12,13877,0,RFID-KCD954V,Tare Scale 1
GE-0013974,LO-PS10-02837,nairobi,TRK-0483,GATE_OUT,2026-07-22 19:39:57,13877,37717,RFID-KCD954V,Gross Weighbridge Platform 2
GE-0013975,LO-PS25-01703,nakuru,TRK-0555,ARRIVAL,2026-07-22 09:50:59,0,0,RFID-KBM394J,Outer Lane 3
GE-0013976,LO-PS25-01703,nakuru,TRK-0555,GATE_IN,2026-07-22 10:02:59,16429,0,RFID-KBM394J,Tare Scale 2
GE-0013977,LO-PS25-01703,nakuru,TRK-0555,GATE_OUT,2026-07-22 11:17:21,16429,46229,RFID-KBM394J,Gross Weighbridge Platform 1
GE-0013978,LO-KOTPS1-02351,mombasa,TRK-0605,ARRIVAL,2026-07-22 09:15:22,0,0,RFID-KDL656J,Outer Lane 2
GE-0013979,LO-KOTPS1-02351,mombasa,TRK-0605,GATE_IN,2026-07-22 09:20:22,13179,0,RFID-KDL656J,Tare Scale 1
GE-0013980,LO-KOTPS1-02351,mombasa,TRK-0605,GATE_OUT,2026-07-22 10:50:52,13179,34039,RFID-KDL656J,Gross Weighbridge Platform 1
GE-0013981,LO-KOTPS1-02352,mombasa,TRK-0029,ARRIVAL,2026-07-22 17:09:03,0,0,RFID-KCW824J,Outer Lane 3
GE-0013982,LO-KOTPS1-02352,mombasa,TRK-0029,GATE_IN,2026-07-22 17:17:03,14709,0,RFID-KCW824J,Tare Scale 1
GE-0013983,LO-KOTPS1-02352,mombasa,TRK-0029,GATE_OUT,2026-07-22 18:46:17,14709,44949,RFID-KCW824J,Gross Weighbridge Platform 1
GE-0013984,LO-PS10-02838,nairobi,TRK-0522,ARRIVAL,2026-07-22 16:41:03,0,0,RFID-KBQ133F,Outer Lane 3
GE-0013985,LO-PS10-02838,nairobi,TRK-0522,GATE_IN,2026-07-22 16:53:03,12636,0,RFID-KBQ133F,Tare Scale 1
GE-0013986,LO-PS10-02838,nairobi,TRK-0522,GATE_OUT,2026-07-22 18:20:35,12636,36156,RFID-KBQ133F,Gross Weighbridge Platform 2
GE-0013987,LO-PS10-02839,nairobi,TRK-0211,ARRIVAL,2026-07-22 07:52:43,0,0,RFID-KDQ879Q,Outer Lane 1
GE-0013988,LO-PS10-02839,nairobi,TRK-0211,GATE_IN,2026-07-22 08:01:43,14409,0,RFID-KDQ879Q,Tare Scale 1
GE-0013989,LO-PS10-02839,nairobi,TRK-0211,GATE_OUT,2026-07-22 09:10:48,14409,41229,RFID-KDQ879Q,Gross Weighbridge Platform 1
GE-0013990,LO-PS10-02840,nairobi,TRK-0006,ARRIVAL,2026-07-22 18:48:31,0,0,RFID-KDW168T,Outer Lane 1
GE-0013991,LO-PS10-02840,nairobi,TRK-0006,GATE_IN,2026-07-22 18:54:31,16368,0,RFID-KDW168T,Tare Scale 2
GE-0013992,LO-PS10-02840,nairobi,TRK-0006,GATE_OUT,2026-07-22 20:20:32,16368,46168,RFID-KDW168T,Gross Weighbridge Platform 2
GE-0013993,LO-KOTPS1-02353,mombasa,TRK-0132,ARRIVAL,2026-07-22 12:38:44,0,0,RFID-KBQ524L,Outer Lane 1
GE-0013994,LO-KOTPS1-02353,mombasa,TRK-0132,GATE_IN,2026-07-22 12:43:44,14013,0,RFID-KBQ524L,Tare Scale 2
GE-0013995,LO-KOTPS1-02353,mombasa,TRK-0132,GATE_OUT,2026-07-22 13:53:32,14013,39343,RFID-KBQ524L,Gross Weighbridge Platform 1
GE-0013996,LO-PS10-02841,nairobi,TRK-0456,ARRIVAL,2026-07-22 17:46:42,0,0,RFID-KDX848S,Outer Lane 3
GE-0013997,LO-PS10-02841,nairobi,TRK-0456,GATE_IN,2026-07-22 17:59:42,15361,0,RFID-KDX848S,Tare Scale 1
GE-0013998,LO-PS10-02841,nairobi,TRK-0456,GATE_OUT,2026-07-22 19:37:19,15361,45913,RFID-KDX848S,Gross Weighbridge Platform 1
GE-0013999,LO-PS10-02842,nairobi,TRK-0384,ARRIVAL,2026-07-22 15:49:44,0,0,RFID-KDF371G,Outer Lane 1
GE-0014000,LO-PS10-02842,nairobi,TRK-0384,GATE_IN,2026-07-22 16:00:44,12764,0,RFID-KDF371G,Tare Scale 1
GE-0014001,LO-PS10-02842,nairobi,TRK-0384,GATE_OUT,2026-07-22 17:20:50,12764,36284,RFID-KDF371G,Gross Weighbridge Platform 1
GE-0014002,LO-PS10-02843,nairobi,TRK-0612,ARRIVAL,2026-07-22 12:27:03,0,0,RFID-KBY502U,Outer Lane 1
