loading_event_id,order_id,depot_id,loading_position_id,loading_start,loading_end,planned_quantity_litres,actual_quantity_litres,loading_duration_minutes,avg_flow_rate_lpm,dual_arm_used,loading_status,exception_reason
LDG-004992,LO-KOTPS1-02466,mombasa,MBA-P02,2026-07-27 17:19:57,2026-07-27 17:48:10,28000,28000,28.21,1641,False,COMPLETED,
LDG-004993,LO-KOTPS1-02467,mombasa,MBA-P09,2026-07-27 16:16:07,2026-07-27 16:44:52,28000,28000,28.75,1501,False,COMPLETED,
LDG-004994,LO-PS10-03029,nairobi,NBO-P02,2026-07-27 13:48:50,2026-07-27 14:19:17,38000,38000,30.44,1683,False,COMPLETED,
LDG-004995,LO-PS10-03030,nairobi,NBO-P02,2026-07-27 09:17:03,2026-07-27 09:41:45,32000,32000,24.7,2227,True,COMPLETED,
LDG-004996,LO-PS10-03031,nairobi,NBO-P05,2026-07-27 09:48:40,2026-07-27 10:13:11,34000,34000,24.51,2160,True,COMPLETED,
LDG-004997,LO-PS10-03032,nairobi,NBO-P04,2026-07-27 12:47:08,2026-07-27 13:11:59,40000,40000,24.84,2227,True,COMPLETED,
LDG-004998,LO-PS27-01596,eldoret,ELD-P03,2026-07-27 14:37:03,2026-07-27 15:00:25,28000,28000,23.36,1642,False,COMPLETED,
LDG-004999,LO-PS27-01597,eldoret,ELD-P03,2026-07-27 20:15:06,2026-07-27 20:41:24,40000,40000,26.29,2227,True,COMPLETED,
LDG-005000,LO-KOTPS1-02468,mombasa,MBA-P02,2026-07-27 16:09:24,2026-07-27 16:32:23,34000,34000,22.97,2227,True,COMPLETED,
LDG-005001,LO-PS10-03034,nairobi,NBO-P02,2026-07-27 19:26:42,2026-07-27 19:54:25,36000,36000,27.72,1701,False,COMPLETED,
LDG-005002,LO-PS27-01598,eldoret,ELD-P02,2026-07-27 11:20:45,2026-07-27 11:51:49,36000,36000,31.06,1637,False,COMPLETED,
LDG-005003,LO-PS25-01759,nakuru,NKR-P04,2026-07-27 15:12:04,2026-07-27 15:36:50,28000,28000,24.76,1728,False,COMPLETED,
LDG-005004,LO-KOTPS1-02469,mombasa,MBA-P10,2026-07-27 10:27:56,2026-07-27 11:01:22,40000,40000,33.43,1529,False,COMPLETED,
LDG-005005,LO-PS27-01599,eldoret,ELD-P01,2026-07-27 09:10:06,2026-07-27 09:36:36,32000,32000,26.51,1594,False,COMPLETED,
LDG-005006,LO-PS10-03035,nairobi,NBO-P05,2026-07-27 13:12:38,2026-07-27 13:36:43,38000,38000,24.09,2160,True,COMPLETED,
LDG-005007,LO-PS10-03036,nairobi,NBO-P05,2026-07-27 13:48:51,2026-07-27 14:14:15,38000,38000,25.39,2160,True,COMPLETED,
LDG-005008,LO-KOTPS1-02470,mombasa,MBA-P03,2026-07-27 13:55:56,2026-07-27 14:31:20,40000,40000,35.41,1644,False,COMPLETED,
LDG-005009,LO-PS10-03037,nairobi,NBO-P07,2026-07-27 14:00:16,2026-07-27 14:29:45,28000,28000,29.48,1518,False,COMPLETED,
LDG-005010,LO-PS28-01432,kisumu,KSM-P01,2026-07-27 16:52:18,2026-07-27 17:19:34,28000,28000,27.25,1619,False,COMPLETED,
LDG-005011,LO-KOTPS1-02471,mombasa,MBA-P07,2026-07-27 13:31:10,2026-07-27 14:04:57,40000,40000,33.77,1575,False,COMPLETED,
LDG-005012,LO-PS10-03038,nairobi,NBO-P01,2026-07-27 17:52:02,2026-07-27 18:20:43,28000,28000,28.69,1607,False,COMPLETED,
LDG-005013,LO-PS10-03039,nairobi,NBO-P01,2026-07-27 12:48:02,2026-07-27 13:17:14,32000,32000,29.2,1669,False,COMPLETED,
LDG-005014,LO-PS28-01433,kisumu,KSM-P02,2026-07-27 10:29:01,2026-07-27 10:50:51,34000,34000,21.84,2227,True,COMPLETED,
LDG-005015,LO-KOTPS1-02473,mombasa,MBA-P01,2026-07-27 12:16:56,2026-07-27 12:44:59,28000,28000,28.06,1622,False,COMPLETED,
LDG-005016,LO-PS25-01760,nakuru,NKR-P01,2026-07-27 12:21:02,2026-07-27 12:50:29,28000,28000,29.45,1511,False,COMPLETED,
LDG-005017,LO-PS25-01761,nakuru,NKR-P01,2026-07-28 15:39:04,2026-07-28 16:04:22,40000,40000,25.3,2160,True,COMPLETED,
LDG-005018,LO-PS10-03040,nairobi,NBO-P02,2026-07-28 13:03:35,2026-07-28 13:26:14,32000,32000,22.65,2227,True,COMPLETED,
LDG-005019,LO-KOTPS1-02474,mombasa,MBA-P07,2026-07-28 14:43:01,2026-07-28 15:15:48,40000,40000,32.78,1664,False,COMPLETED,
LDG-005020,LO-PS10-03041,nairobi,NBO-P06,2026-07-28 18:17:58,2026-07-28 18:48:09,38000,38000,30.18,1618,False,COMPLETED,
LDG-005021,LO-PS27-01600,eldoret,ELD-P03,2026-07-28 17:23:34,2026-07-28 17:47:27,28000,28000,23.89,1727,False,COMPLETED,
LDG-005022,LO-PS10-03042,nairobi,NBO-P08,2026-07-28 13:22:47,2026-07-28 13:51:44,34000,34000,28.97,1681,False,COMPLETED,
LDG-005023,LO-PS10-03043,nairobi,NBO-P04,2026-07-28 13:33:41,2026-07-28 13:58:35,36000,36000,24.89,2227,True,COMPLETED,
LDG-005024,LO-PS27-01601,eldoret,ELD-P04,2026-07-28 12:08:08,2026-07-28 12:35:32,28000,28000,27.4,1675,False,COMPLETED,
LDG-005025,LO-PS10-03044,nairobi,NBO-P02,2026-07-28 17:52:45,2026-07-28 18:23:17,34000,34000,30.54,1640,False,COMPLETED,
LDG-005026,LO-PS27-01602,eldoret,ELD-P02,2026-07-28 09:05:32,2026-07-28 09:32:08,32000,32000,26.6,1697,False,COMPLETED,
LDG-005027,LO-KOTPS1-02475,mombasa,MBA-P02,2026-07-28 14:51:17,2026-07-28 15:24:35,36000,36000,33.29,1658,False,COMPLETED,
LDG-005028,LO-PS27-01603,eldoret,ELD-P06,2026-07-28 10:52:39,2026-07-28 11:26:34,36000,36000,33.93,1544,False,COMPLETED,
LDG-005029,LO-PS10-03045,nairobi,NBO-P06,2026-07-28 18:13:10,2026-07-28 18:45:40,38000,38000,32.51,1687,False,COMPLETED,
LDG-005030,LO-KOTPS1-02476,mombasa,MBA-P07,2026-07-28 11:55:34,2026-07-28 12:30:07,40000,40000,34.56,1642,False,COMPLETED,
LDG-005031,LO-KOTPS1-02477,mombasa,MBA-P05,2026-07-28 11:54:11,2026-07-28 12:15:51,34000,34000,21.67,2227,True,COMPLETED,
LDG-005032,LO-KOTPS1-02478,mombasa,MBA-P01,2026-07-28 17:25:16,2026-07-28 17:50:40,28000,28000,25.39,1681,False,COMPLETED,
LDG-005033,LO-PS27-01604,eldoret,ELD-P01,2026-07-28 11:59:21,2026-07-28 12:26:51,36000,36000,27.5,2227,True,COMPLETED,
LDG-005034,LO-PS10-03046,nairobi,NBO-P03,2026-07-28 11:07:51,2026-07-28 11:34:30,34000,34000,26.65,2227,True,COMPLETED,
LDG-005035,LO-PS10-03047,nairobi,NBO-P02,2026-07-28 12:52:58,2026-07-28 13:22:51,40000,40000,29.87,2227,True,COMPLETED,
LDG-005036,LO-KOTPS1-02479,mombasa,MBA-P05,2026-07-28 09:23:13,2026-07-28 09:50:05,28000,28000,26.86,1550,False,COMPLETED,
LDG-005037,LO-KOTPS1-02480,mombasa,MBA-P06,2026-07-28 17:19:54,2026-07-28 17:53:27,34000,34000,33.56,1560,False,COMPLETED,
LDG-005038,LO-PS10-03048,nairobi,NBO-P06,2026-07-28 17:46:36,2026-07-28 18:18:12,38000,38000,31.59,1663,False,COMPLETED,
LDG-005039,LO-PS10-03049,nairobi,NBO-P01,2026-07-28 09:19:59,2026-07-28 09:41:11,32000,32000,21.2,2227,True,COMPLETED,
LDG-005040,LO-PS28-01434,kisumu,KSM-P03,2026-07-28 14:45:37,2026-07-28 15:09:17,28000,28000,23.67,1623,False,COMPLETED,
LDG-005041,LO-KOTPS1-02481,mombasa,MBA-P03,2026-07-28 15:42:55,2026-07-28 16:15:59,34000,34000,33.06,1599,False,COMPLETED,
LDG-005042,LO-PS10-03050,nairobi,NBO-P07,2026-07-28 12:44:54,2026-07-28 13:13:17,34000,34000,28.4,1603,False,COMPLETED,
LDG-005043,LO-PS10-03051,nairobi,NBO-P01,2026-07-28 15:26:11,2026-07-28 15:59:05,36000,36000,32.91,1640,False,COMPLETED,
LDG-005044,LO-PS10-03052,nairobi,NBO-P02,2026-07-28 12:43:32,2026-07-28 13:09:59,28000,28000,26.46,1655,False,COMPLETED,
LDG-005045,LO-PS27-01605,eldoret,ELD-P03,2026-07-28 17:45:16,2026-07-28 18:10:20,34000,34000,25.07,2227,True,COMPLETED,
LDG-005046,LO-PS10-03053,nairobi,NBO-P03,2026-07-28 13:59:53,2026-07-28 14:21:01,32000,32000,21.14,2227,True,COMPLETED,
LDG-005047,LO-KOTPS1-02483,mombasa,MBA-P05,2026-07-28 10:50:52,2026-07-28 11:18:11,38000,38000,27.3,2227,True,COMPLETED,
LDG-005048,LO-PS10-03054,nairobi,NBO-P05,2026-07-28 12:24:51,2026-07-28 12:56:46,38000,38000,31.92,1573,False,COMPLETED,
LDG-005049,LO-PS10-03055,nairobi,NBO-P07,2026-07-28 12:30:27,2026-07-28 13:03:42,36000,36000,33.25,1594,False,COMPLETED,
LDG-005050,LO-PS10-03056,nairobi,NBO-P04,2026-07-28 12:42:05,2026-07-28 13:13:01,38000,38000,30.94,1656,False,COMPLETED,
LDG-005051,LO-KOTPS1-02484,mombasa,MBA-P04,2026-07-28 15:52:02,2026-07-28 16:17:51,38000,38000,25.82,2227,True,COMPLETED,
LDG-005052,LO-PS28-01435,kisumu,KSM-P02,2026-07-28 11:48:34,2026-07-28 12:13:46,32000,32000,25.2,2227,True,COMPLETED,
LDG-005053,LO-PS27-01606,eldoret,ELD-P02,2026-07-28 15:13:52,2026-07-28 15:41:57,28000,28000,28.07,1648,False,COMPLETED,
LDG-005054,LO-PS25-01762,nakuru,NKR-P03,2026-07-28 17:51:38,2026-07-28 18:16:51,36000,36000,25.22,2227,True,COMPLETED,
LDG-005055,LO-PS25-01763,nakuru,NKR-P01,2026-07-28 13:09:30,2026-07-28 13:33:01,34000,34000,23.52,2160,True,COMPLETED,
LDG-005056,LO-PS10-03057,nairobi,NBO-P04,2026-07-28 12:48:48,2026-07-28 13:15:30,34000,34000,26.69,2227,True,COMPLETED,
LDG-005057,LO-PS10-03058,nairobi,NBO-P01,2026-07-28 10:10:33,2026-07-28 10:40:31,36000,36000,29.97,1541,False,COMPLETED,
LDG-005058,LO-PS25-01764,nakuru,NKR-P02,2026-07-28 13:37:59,2026-07-28 14:11:57,40000,40000,33.96,1523,False,COMPLETED,
LDG-005059,LO-PS27-01607,eldoret,ELD-P05,2026-07-28 12:27:25,2026-07-28 12:57:33,38000,38000,30.13,1588,False,COMPLETED,
LDG-005060,LO-PS25-01765,nakuru,NKR-P04,2026-07-28 12:02:09,2026-07-28 12:24:56,36000,36000,22.78,2227,True,COMPLETED,
LDG-005061,LO-PS10-03059,nairobi,NBO-P02,2026-07-28 17:28:48,2026-07-28 17:55:54,32000,32000,27.11,1712,False,COMPLETED,
LDG-005062,LO-PS25-01766,nakuru,NKR-P03,2026-07-28 10:27:24,2026-07-28 10:48:26,32000,32000,21.03,2227,True,COMPLETED,
LDG-005063,LO-PS10-03060,nairobi,NBO-P02,2026-07-28 13:42:17,2026-07-28 14:11:31,36000,36000,29.23,1685,False,COMPLETED,
LDG-005064,LO-PS28-01436,kisumu,KSM-P04,2026-07-28 10:28:03,2026-07-28 11:03:09,38000,38000,35.11,1637,False,COMPLETED,
LDG-005065,LO-PS10-03061,nairobi,NBO-P01,2026-07-28 08:36:10,2026-07-28 08:59:25,28000,28000,23.25,1709,False,COMPLETED,
LDG-005066,LO-KOTPS1-02485,mombasa,MBA-P03,2026-07-28 11:59:36,2026-07-28 12:31:24,36000,36000,31.79,1577,False,COMPLETED,
LDG-005067,LO-PS27-01608,eldoret,ELD-P06,2026-07-28 12:17:43,2026-07-28 12:48:28,38000,38000,30.74,1687,False,COMPLETED,
LDG-005068,LO-PS28-01437,kisumu,KSM-P01,2026-07-28 15:26:22,2026-07-28 15:52:07,40000,40000,25.75,2227,True,COMPLETED,
LDG-005069,LO-PS10-03062,nairobi,NBO-P01,2026-07-28 15:06:18,2026-07-28 15:31:08,28000,28000,24.83,1699,False,COMPLETED,
LDG-005070,LO-KOTPS1-02486,mombasa,MBA-P02,2026-07-28 11:14:48,2026-07-28 11:42:16,36000,36000,27.47,2227,True,COMPLETED,
LDG-005071,LO-PS28-01438,kisumu,KSM-P02,2026-07-28 13:05:27,2026-07-28 13:28:15,28000,28000,22.8,1698,False,COMPLETED,
LDG-005072,LO-KOTPS1-02487,mombasa,MBA-P05,2026-07-28 11:47:15,2026-07-28 12:14:41,40000,40000,27.43,2227,True,COMPLETED,
LDG-005073,LO-PS10-03063,nairobi,NBO-P02,2026-07-28 12:36:16,2026-07-28 13:11:02,40000,40000,34.75,1530,False,COMPLETED,
LDG-005074,LO-PS27-01609,eldoret,ELD-P05,2026-07-28 20:51:26,2026-07-28 21:26:16,38000,38000,34.83,1575,False,COMPLETED,
LDG-005075,LO-PS28-01439,kisumu,KSM-P01,2026-07-28 20:00:28,2026-07-28 20:32:53,38000,38000,32.41,1552,False,COMPLETED,
LDG-005076,LO-PS25-01767,nakuru,NKR-P04,2026-07-28 13:00:01,2026-07-28 13:34:48,36000,36000,34.79,1532,False,COMPLETED,
LDG-005077,LO-KOTPS1-02488,mombasa,MBA-P01,2026-07-28 11:46:26,2026-07-28 12:15:04,34000,34000,28.64,1703,False,COMPLETED,
LDG-005078,LO-PS28-01440,kisumu,KSM-P04,2026-07-28 13:11:07,2026-07-28 13:40:22,34000,34000,29.25,1704,False,COMPLETED,
LDG-005079,LO-PS10-03064,nairobi,NBO-P08,2026-07-28 18:07:15,2026-07-28 18:33:55,34000,34000,26.66,1705,False,COMPLETED,
LDG-005080,LO-KOTPS1-02489,mombasa,MBA-P10,2026-07-28 12:46:01,2026-07-28 13:13:56,28000,28000,27.92,1455,False,COMPLETED,
LDG-005081,LO-PS10-03065,nairobi,NBO-P04,2026-07-28 12:41:23,2026-07-28 13:10:01,34000,34000,28.63,1608,False,COMPLETED,
LDG-005082,LO-PS25-01768,nakuru,NKR-P03,2026-07-28 18:07:34,2026-07-28 18:34:55,36000,36000,27.35,2227,True,COMPLETED,
LDG-005083,LO-KOTPS1-02490,mombasa,MBA-P05,2026-07-28 12:44:26,2026-07-28 13:18:09,38000,38000,33.71,1704,False,COMPLETED,
LDG-005084,LO-PS25-01769,nakuru,NKR-P03,2026-07-28 18:29:24,2026-07-28 18:55:28,28000,28000,26.06,1549,False,COMPLETED,
LDG-005085,LO-PS25-01770,nakuru,NKR-P01,2026-07-28 12:45:07,2026-07-28 13:11:25,32000,32000,26.31,1666,False,COMPLETED,
LDG-005086,LO-PS10-03066,nairobi,NBO-P08,2026-07-28 09:39:50,2026-07-28 10:10:47,32000,32000,30.95,1545,False,COMPLETED,
LDG-005087,LO-PS27-01610,eldoret,ELD-P04,2026-07-28 13:45:46,2026-07-28 14:14:44,38000,38000,28.98,1658,False,COMPLETED,
LDG-005088,LO-PS27-01611,eldoret,ELD-P04,2026-07-28 12:54:52,2026-07-28 13:22:22,28000,28000,27.5,1643,False,COMPLETED,
LDG-005089,LO-PS25-01771,nakuru,NKR-P02,2026-07-28 11:09:14,2026-07-28 11:41:06,34000,34000,31.87,1611,False,COMPLETED,
LDG-005090,LO-PS10-03067,nairobi,NBO-P02,2026-07-28 17:24:33,2026-07-28 17:52:40,38000,38000,28.11,2227,True,COMPLETED,
LDG-005091,LO-PS10-03069,nairobi,NBO-P01,2026-07-28 09:07:05,2026-07-28 09:33:27,40000,40000,26.37,2227,True,COMPLETED,
LDG-005092,LO-KOTPS1-02491,mombasa,MBA-P08,2026-07-28 11:33:06,2026-07-28 12:04:58,34000,34000,31.88,1494,False,COMPLETED,
LDG-005093,LO-KOTPS1-02492,mombasa,MBA-P02,2026-07-28 17:23:04,2026-07-28 17:47:32,34000,34000,24.48,2227,True,COMPLETED,
LDG-005094,LO-PS10-03070,nairobi,NBO-P04,2026-07-28 10:59:07,2026-07-28 11:28:55,40000,40000,29.79,2227,True,COMPLETED,
LDG-005095,LO-PS28-01441,kisumu,KSM-P04,2026-07-28 13:11:17,2026-07-28 13:35:18,28000,28000,24.01,1589,False,COMPLETED,
LDG-005096,LO-PS27-01612,eldoret,ELD-P05,2026-07-28 15:00:16,2026-07-28 15:33:06,36000,36000,32.84,1629,False,COMPLETED,
LDG-005097,LO-PS27-01613,eldoret,ELD-P03,2026-07-28 14:31:21,2026-07-28 14:54:33,28000,28000,23.2,1656,False,COMPLETED,
LDG-005098,LO-KOTPS1-02493,mombasa,MBA-P07,2026-07-28 12:20:36,2026-07-28 12:54:55,38000,38000,34.31,1592,False,COMPLETED,
LDG-005099,LO-PS10-03071,nairobi,NBO-P07,2026-07-28 15:20:41,2026-07-28 15:47:42,34000,34000,27.01,1720,False,COMPLETED,
LDG-005100,LO-PS10-03072,nairobi,NBO-P06,2026-07-28 10:53:35,2026-07-28 11:25:59,40000,40000,32.4,1592,False,COMPLETED,
LDG-005101,LO-PS10-03073,nairobi,NBO-P03,2026-07-28 13:21:31,2026-07-28 13:51:17,32000,32000,29.76,1591,False,COMPLETED,
LDG-005102,LO-PS10-03074,nairobi,NBO-P07,2026-07-28 19:56:56,2026-07-28 20:22:41,32000,32000,25.74,1692,False,COMPLETED,
LDG-005103,LO-PS10-03075,nairobi,NBO-P08,2026-07-28 10:42:59,2026-07-28 11:08:33,32000,32000,25.57,1649,False,COMPLETED,
LDG-005104,LO-PS10-03076,nairobi,NBO-P01,2026-07-28 15:26:39,2026-07-28 15:51:28,28000,28000,24.83,1689,False,COMPLETED,
LDG-005105,LO-KOTPS1-02494,mombasa,MBA-P01,2026-07-28 12:54:21,2026-07-28 13:16:02,32000,32000,21.67,2227,True,COMPLETED,
LDG-005106,LO-PS28-01442,kisumu,KSM-P04,2026-07-28 20:38:44,2026-07-28 21:07:16,36000,36000,28.53,1674,False,COMPLETED,
LDG-005107,LO-PS10-03077,nairobi,NBO-P04,2026-07-28 18:30:47,2026-07-28 18:54:39,32000,32000,23.87,2227,True,COMPLETED,
LDG-005108,LO-PS10-03078,nairobi,NBO-P03,2026-07-28 14:21:37,2026-07-28 14:56:36,40000,40000,34.98,1629,False,COMPLETED,
LDG-005109,LO-PS25-01773,nakuru,NKR-P02,2026-07-28 13:25:20,2026-07-28 13:53:31,32000,32000,28.19,1522,False,COMPLETED,
LDG-005110,LO-PS27-01614,eldoret,ELD-P06,2026-07-28 11:21:46,2026-07-28 11:54:47,38000,38000,33.02,1682,False,COMPLETED,
LDG-005111,LO-PS28-01443,kisumu,KSM-P03,2026-07-28 12:31:29,2026-07-28 13:00:24,34000,34000,28.92,1586,False,COMPLETED,
LDG-005112,LO-PS10-03079,nairobi,NBO-P04,2026-07-28 15:05:29,2026-07-28 15:29:17,32000,32000,23.8,2227,True,COMPLETED,
LDG-005113,LO-KOTPS1-02495,mombasa,MBA-P05,2026-07-28 15:58:19,2026-07-28 16:29:09,34000,34000,30.84,1559,False,COMPLETED,
LDG-005114,LO-PS10-03080,nairobi,NBO-P08,2026-07-28 08:20:49,2026-07-28 08:49:21,28000,28000,28.52,1629,False,COMPLETED,
LDG-005115,LO-PS10-03081,nairobi,NBO-P08,2026-07-28 12:02:35,2026-07-28 12:38:52,38000,38000,36.28,1530,False,COMPLETED,
LDG-005116,LO-KOTPS1-02496,mombasa,MBA-P03,2026-07-28 11:54:19,2026-07-28 12:24:14,38000,38000,29.92,1639,False,COMPLETED,
LDG-005117,LO-PS10-03082,nairobi,NBO-P02,2026-07-28 13:48:40,2026-07-28 14:13:45,38000,38000,25.1,2227,True,COMPLETED,
LDG-005118,LO-PS10-03083,nairobi,NBO-P05,2026-07-28 15:10:09,2026-07-28 15:38:10,28000,28000,28.02,1591,False,COMPLETED,
LDG-005119,LO-KOTPS1-02497,mombasa,MBA-P01,2026-07-28 09:15:29,2026-07-28 09:42:10,36000,36000,26.68,2227,True,COMPLETED,
LDG-005120,LO-PS27-01616,eldoret,ELD-P04,2026-07-28 13:54:18,2026-07-28 14:21:37,38000,38000,27.32,2227,True,COMPLETED,
LDG-005121,LO-PS10-03084,nairobi,NBO-P08,2026-07-28 10:39:40,2026-07-28 11:10:29,34000,34000,30.82,1605,False,COMPLETED,
LDG-005122,LO-PS10-03085,nairobi,NBO-P01,2026-07-28 12:57:39,2026-07-28 13:25:54,40000,40000,28.26,2227,True,COMPLETED,
LDG-005123,LO-PS10-03086,nairobi,NBO-P01,2026-07-28 10:47:21,2026-07-28 11:11:23,34000,34000,24.02,2227,True,COMPLETED,
LDG-005124,LO-PS10-03087,nairobi,NBO-P05,2026-07-28 13:22:04,2026-07-28 13:46:46,36000,36000,24.7,2160,True,COMPLETED,
LDG-005125,LO-PS25-01774,nakuru,NKR-P02,2026-07-28 13:15:47,2026-07-28 13:43:06,28000,28000,27.32,1506,False,COMPLETED,
LDG-005126,LO-PS25-01775,nakuru,NKR-P02,2026-07-28 09:56:34,2026-07-28 10:25:18,36000,36000,28.73,1667,False,COMPLETED,
LDG-005127,LO-PS25-01776,nakuru,NKR-P03,2026-07-28 15:35:15,2026-07-28 15:59:28,40000,40000,24.23,2227,True,COMPLETED,
LDG-005128,LO-PS10-03088,nairobi,NBO-P08,2026-07-28 14:18:34,2026-07-28 14:50:25,40000,40000,31.86,1704,False,COMPLETED,
LDG-005129,LO-PS25-01777,nakuru,NKR-P03,2026-07-28 17:17:07,2026-07-28 17:48:35,32000,32000,31.46,1530,False,COMPLETED,
LDG-005130,LO-KOTPS1-02498,mombasa,MBA-P05,2026-07-28 11:20:41,2026-07-28 11:43:30,32000,32000,22.81,2227,True,COMPLETED,
LDG-005131,LO-PS10-03089,nairobi,NBO-P03,2026-07-28 10:27:45,2026-07-28 10:58:22,34000,34000,30.61,1630,False,COMPLETED,
LDG-005132,LO-PS10-03090,nairobi,NBO-P01,2026-07-28 16:13:23,2026-07-28 16:40:53,38000,38000,27.5,2227,True,COMPLETED,
LDG-005133,LO-PS10-03091,nairobi,NBO-P07,2026-07-28 10:15:42,2026-07-28 10:51:09,40000,40000,35.44,1535,False,COMPLETED,
LDG-005134,LO-PS27-01617,eldoret,ELD-P04,2026-07-28 16:06:59,2026-07-28 16:30:48,36000,36000,23.82,2227,True,COMPLETED,
LDG-005135,LO-PS10-03092,nairobi,NBO-P02,2026-07-28 14:14:43,2026-07-28 14:46:26,34000,34000,31.71,1528,False,COMPLETED,
LDG-005136,LO-PS10-03093,nairobi,NBO-P06,2026-07-28 16:20:13,2026-07-28 16:48:42,40000,40000,28.48,2227,True,COMPLETED,
LDG-005137,LO-PS28-01444,kisumu,KSM-P02,2026-07-28 16:34:33,2026-07-28 17:00:44,38000,38000,26.18,2227,True,COMPLETED,
LDG-005138,LO-PS25-01778,nakuru,NKR-P02,2026-07-28 14:40:46,2026-07-28 15:08:03,28000,28000,27.28,1530,False,COMPLETED,
LDG-005139,LO-KOTPS1-02499,mombasa,MBA-P03,2026-07-28 11:51:17,2026-07-28 12:19:49,34000,34000,28.52,1728,False,COMPLETED,
LDG-005140,LO-PS10-03094,nairobi,NBO-P08,2026-07-28 15:34:23,2026-07-28 16:06:17,38000,38000,31.9,1557,False,COMPLETED,
LDG-005141,LO-KOTPS1-02500,mombasa,MBA-P02,2026-07-28 10:32:42,2026-07-28 11:05:29,36000,36000,32.77,1542,False,COMPLETED,
LDG-005142,LO-PS28-01445,kisumu,KSM-P01,2026-07-28 18:34:58,2026-07-28 19:02:46,40000,40000,27.8,2227,True,COMPLETED,
LDG-005143,LO-PS10-03095,nairobi,NBO-P01,2026-07-28 09:21:35,2026-07-28 09:51:04,28000,28000,29.48,1538,False,COMPLETED,
LDG-005144,LO-PS10-03096,nairobi,NBO-P08,2026-07-28 12:27:48,2026-07-28 13:00:35,40000,40000,32.77,1685,False,COMPLETED,
LDG-005145,LO-PS10-03097,nairobi,NBO-P07,2026-07-28 16:00:02,2026-07-28 16:33:30,36000,36000,33.47,1560,False,COMPLETED,
LDG-005146,LO-PS25-01779,nakuru,NKR-P03,2026-07-28 10:32:46,2026-07-28 10:58:50,28000,28000,26.08,1556,False,COMPLETED,
LDG-005147,LO-PS25-01780,nakuru,NKR-P02,2026-07-28 15:52:00,2026-07-28 16:25:05,36000,36000,33.08,1473,False,COMPLETED,
LDG-005148,LO-KOTPS1-02501,mombasa,MBA-P01,2026-07-28 17:48:53,2026-07-28 18:21:23,40000,40000,32.5,1726,False,COMPLETED,
LDG-005149,LO-PS27-01618,eldoret,ELD-P02,2026-07-28 19:17:09,2026-07-28 19:44:58,32000,32000,27.8,1707,False,COMPLETED,
LDG-005150,LO-KOTPS1-02502,mombasa,MBA-P02,2026-07-28 14:19:20,2026-07-28 14:45:03,40000,40000,25.7,2227,True,COMPLETED,
LDG-005151,LO-KOTPS1-02504,mombasa,MBA-P02,2026-07-28 12:04:58,2026-07-28 12:31:08,32000,32000,26.17,1699,False,COMPLETED,
LDG-005152,LO-PS27-01619,eldoret,ELD-P02,2026-07-28 11:16:31,2026-07-28 11:50:01,36000,36000,33.5,1669,False,COMPLETED,
LDG-005153,LO-PS10-03098,nairobi,NBO-P02,2026-07-28 09:46:24,2026-07-28 10:13:44,28000,28000,27.34,1544,False,COMPLETED,
LDG-005154,LO-PS10-03099,nairobi,NBO-P01,2026-07-28 17:15:29,2026-07-28 17:45:43,34000,34000,30.22,1707,False,COMPLETED,
LDG-005155,LO-PS27-01620,eldoret,ELD-P03,2026-07-28 19:00:30,2026-07-28 19:29:21,36000,36000,28.85,1602,False,COMPLETED,
LDG-005156,LO-PS25-01781,nakuru,NKR-P02,2026-07-28 11:51:33,2026-07-28 12:18:12,34000,34000,26.65,1657,False,COMPLETED,
LDG-005157,LO-PS27-01621,eldoret,ELD-P01,2026-07-28 12:28:00,2026-07-28 12:57:35,40000,40000,29.58,2227,True,COMPLETED,
LDG-005158,LO-PS10-03100,nairobi,NBO-P02,2026-07-28 09:52:57,2026-07-28 10:17:40,36000,36000,24.71,2227,True,COMPLETED,
LDG-005159,LO-PS10-03101,nairobi,NBO-P03,2026-07-28 18:59:27,2026-07-28 19:21:14,34000,34000,21.78,2227,True,COMPLETED,
LDG-005160,LO-PS27-01622,eldoret,ELD-P03,2026-07-28 14:56:23,2026-07-28 15:23:27,34000,34000,27.07,2227,True,COMPLETED,
LDG-005161,LO-PS27-01623,eldoret,ELD-P04,2026-07-28 11:39:11,2026-07-28 12:10:30,38000,38000,31.33,1552,False,COMPLETED,
LDG-005162,LO-PS27-01624,eldoret,ELD-P03,2026-07-28 11:20:42,2026-07-28 11:54:21,38000,38000,33.64,1520,False,COMPLETED,
LDG-005163,LO-PS27-01625,eldoret,ELD-P04,2026-07-29 12:38:43,2026-07-29 13:10:44,38000,38000,32.01,1646,False,COMPLETED,
LDG-005164,LO-KOTPS1-02505,mombasa,MBA-P06,2026-07-29 18:57:37,2026-07-29 19:20:51,34000,34000,23.23,2227,True,COMPLETED,
LDG-005165,LO-PS25-01782,nakuru,NKR-P02,2026-07-29 13:05:00,2026-07-29 13:35:03,40000,40000,30.05,1665,False,COMPLETED,
LDG-005166,LO-PS25-01783,nakuru,NKR-P02,2026-07-29 12:01:41,2026-07-29 12:30:23,32000,32000,28.7,1479,False,COMPLETED,
LDG-005167,LO-PS10-03102,nairobi,NBO-P01,2026-07-29 10:10:47,2026-07-29 10:40:34,40000,40000,29.77,2227,True,COMPLETED,
