signal_id,order_id,signal_source,signal_timestamp,signal_quality,estimated_distance_km,predicted_arrival_window_start,predicted_arrival_window_end,confidence_pct
SIG-005661,LO-KOTPS1-02691,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 13:21:02,MEDIUM,20.4,2026-08-04 14:21:02,2026-08-04 14:48:02,73
SIG-005662,LO-PS10-03370,HISTORICAL_BASELINE,2026-08-04 11:42:33,BASELINE,24.3,2026-08-04 12:59:33,2026-08-04 13:26:33,70
SIG-005663,LO-KOTPS1-02692,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 10:15:29,MEDIUM,21.5,2026-08-04 11:30:29,2026-08-04 11:57:29,80
SIG-005664,LO-PS25-01889,OPTIONAL_TELEMATICS,2026-08-04 13:23:31,HIGH,26.8,2026-08-04 14:37:31,2026-08-04 15:04:31,86
SIG-005665,LO-PS25-01890,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 15:38:52,MEDIUM,44.9,2026-08-04 17:36:52,2026-08-04 18:03:52,78
SIG-005666,LO-PS27-01706,OPTIONAL_TELEMATICS,2026-08-04 12:36:15,HIGH,34.7,2026-08-04 13:12:15,2026-08-04 13:39:15,89
SIG-005667,LO-PS10-03371,OPTIONAL_TELEMATICS,2026-08-04 08:48:24,HIGH,44.0,2026-08-04 10:31:24,2026-08-04 10:58:24,82
SIG-005668,LO-PS27-01707,OPTIONAL_TELEMATICS,2026-08-04 16:20:32,HIGH,16.9,2026-08-04 17:23:32,2026-08-04 17:50:32,93
SIG-005669,LO-PS10-03372,HISTORICAL_BASELINE,2026-08-04 11:43:50,BASELINE,27.0,2026-08-04 13:36:50,2026-08-04 14:03:50,63
SIG-005670,LO-PS10-03373,OPTIONAL_TELEMATICS,2026-08-04 16:20:37,HIGH,20.7,2026-08-04 17:05:37,2026-08-04 17:32:37,88
SIG-005671,LO-PS25-01891,OPTIONAL_TELEMATICS,2026-08-04 15:06:02,HIGH,58.2,2026-08-04 16:34:02,2026-08-04 17:01:02,90
SIG-005672,LO-PS25-01892,OPTIONAL_TELEMATICS,2026-08-04 10:38:49,HIGH,54.8,2026-08-04 12:21:49,2026-08-04 12:48:49,87
SIG-005673,LO-PS10-03375,HISTORICAL_BASELINE,2026-08-04 08:01:28,BASELINE,37.8,2026-08-04 09:34:28,2026-08-04 10:01:28,68
SIG-005674,LO-PS25-01893,HISTORICAL_BASELINE,2026-08-04 08:28:02,BASELINE,62.8,2026-08-04 09:00:02,2026-08-04 09:27:02,67
SIG-005675,LO-PS10-03376,OPTIONAL_TELEMATICS,2026-08-04 10:22:39,HIGH,13.8,2026-08-04 11:47:39,2026-08-04 12:14:39,82
SIG-005676,LO-PS27-01708,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 09:55:24,MEDIUM,34.8,2026-08-04 10:10:24,2026-08-04 10:37:24,72
SIG-005677,LO-PS28-01499,HISTORICAL_BASELINE,2026-08-04 14:49:54,BASELINE,56.6,2026-08-04 15:35:54,2026-08-04 16:02:54,61
SIG-005678,LO-PS27-01709,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 10:46:14,MEDIUM,51.9,2026-08-04 11:24:14,2026-08-04 11:51:14,76
SIG-005679,LO-KOTPS1-02693,HISTORICAL_BASELINE,2026-08-04 10:16:32,BASELINE,39.5,2026-08-04 11:54:32,2026-08-04 12:21:32,72
SIG-005680,LO-PS25-01895,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 07:15:07,MEDIUM,18.3,2026-08-04 08:19:07,2026-08-04 08:46:07,75
SIG-005681,LO-KOTPS1-02694,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 15:03:58,MEDIUM,5.4,2026-08-04 15:39:58,2026-08-04 16:06:58,80
SIG-005682,LO-PS25-01896,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 14:43:03,MEDIUM,54.6,2026-08-04 15:44:03,2026-08-04 16:11:03,80
SIG-005683,LO-PS28-01500,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 06:53:30,MEDIUM,64.6,2026-08-04 08:27:30,2026-08-04 08:54:30,82
SIG-005684,LO-KOTPS1-02695,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 10:09:24,MEDIUM,46.6,2026-08-04 11:32:24,2026-08-04 11:59:24,82
SIG-005685,LO-PS10-03377,HISTORICAL_BASELINE,2026-08-04 09:43:04,BASELINE,20.1,2026-08-04 10:52:04,2026-08-04 11:19:04,61
SIG-005686,LO-PS10-03378,HISTORICAL_BASELINE,2026-08-04 14:50:37,BASELINE,62.1,2026-08-04 15:15:37,2026-08-04 15:42:37,75
SIG-005687,LO-PS28-01501,HISTORICAL_BASELINE,2026-08-04 13:01:37,BASELINE,18.1,2026-08-04 14:20:37,2026-08-04 14:47:37,75
SIG-005688,LO-PS28-01502,HISTORICAL_BASELINE,2026-08-04 09:44:47,BASELINE,62.9,2026-08-04 10:56:47,2026-08-04 11:23:47,60
SIG-005689,LO-PS28-01503,HISTORICAL_BASELINE,2026-08-04 07:52:32,BASELINE,58.6,2026-08-04 08:33:32,2026-08-04 09:00:32,61
SIG-005690,LO-KOTPS1-02696,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 08:44:44,MEDIUM,9.6,2026-08-04 09:15:44,2026-08-04 09:42:44,74
SIG-005691,LO-PS10-03379,HISTORICAL_BASELINE,2026-08-04 07:43:12,BASELINE,50.4,2026-08-04 08:28:12,2026-08-04 08:55:12,67
SIG-005692,LO-PS25-01897,OPTIONAL_TELEMATICS,2026-08-04 10:50:59,HIGH,58.6,2026-08-04 12:09:59,2026-08-04 12:36:59,89
SIG-005693,LO-PS25-01898,HISTORICAL_BASELINE,2026-08-04 08:03:07,BASELINE,12.3,2026-08-04 08:49:07,2026-08-04 09:16:07,68
SIG-005694,LO-KOTPS1-02697,HISTORICAL_BASELINE,2026-08-04 16:05:56,BASELINE,63.3,2026-08-04 17:20:56,2026-08-04 17:47:56,69
SIG-005695,LO-KOTPS1-02698,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 10:41:55,MEDIUM,48.8,2026-08-04 12:17:55,2026-08-04 12:44:55,78
SIG-005696,LO-PS10-03380,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 15:25:15,MEDIUM,62.3,2026-08-04 15:44:15,2026-08-04 16:11:15,76
SIG-005697,LO-PS10-03381,HISTORICAL_BASELINE,2026-08-04 08:49:01,BASELINE,9.4,2026-08-04 10:28:01,2026-08-04 10:55:01,74
SIG-005698,LO-PS28-01504,OPTIONAL_TELEMATICS,2026-08-04 10:40:59,HIGH,62.5,2026-08-04 11:20:59,2026-08-04 11:47:59,85
SIG-005699,LO-PS27-01710,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 11:18:03,MEDIUM,54.9,2026-08-04 13:05:03,2026-08-04 13:32:03,81
SIG-005700,LO-PS27-01711,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 14:54:12,MEDIUM,19.1,2026-08-04 15:47:12,2026-08-04 16:14:12,80
SIG-005701,LO-KOTPS1-02699,HISTORICAL_BASELINE,2026-08-04 10:21:21,BASELINE,20.3,2026-08-04 11:24:21,2026-08-04 11:51:21,60
SIG-005702,LO-PS10-03383,HISTORICAL_BASELINE,2026-08-04 15:29:39,BASELINE,54.5,2026-08-04 16:48:39,2026-08-04 17:15:39,60
SIG-005703,LO-PS28-01506,OPTIONAL_TELEMATICS,2026-08-04 09:36:55,HIGH,32.3,2026-08-04 10:09:55,2026-08-04 10:36:55,91
SIG-005704,LO-PS10-03384,HISTORICAL_BASELINE,2026-08-04 09:16:39,BASELINE,9.4,2026-08-04 10:55:39,2026-08-04 11:22:39,68
SIG-005705,LO-PS28-01507,OPTIONAL_TELEMATICS,2026-08-04 14:06:26,HIGH,11.7,2026-08-04 15:51:26,2026-08-04 16:18:26,92
SIG-005706,LO-PS27-01712,OPTIONAL_TELEMATICS,2026-08-04 16:11:08,HIGH,59.4,2026-08-04 18:01:08,2026-08-04 18:28:08,92
SIG-005707,LO-PS10-03385,HISTORICAL_BASELINE,2026-08-04 10:27:00,BASELINE,20.9,2026-08-04 11:13:00,2026-08-04 11:40:00,75
SIG-005708,LO-PS10-03386,HISTORICAL_BASELINE,2026-08-04 09:05:55,BASELINE,31.8,2026-08-04 10:10:55,2026-08-04 10:37:55,60
SIG-005709,LO-PS10-03387,HISTORICAL_BASELINE,2026-08-04 08:39:30,BASELINE,64.9,2026-08-04 09:01:30,2026-08-04 09:28:30,60
SIG-005710,LO-PS27-01713,HISTORICAL_BASELINE,2026-08-04 08:03:59,BASELINE,29.0,2026-08-04 10:04:59,2026-08-04 10:31:59,74
SIG-005711,LO-PS10-03388,HISTORICAL_BASELINE,2026-08-04 10:15:43,BASELINE,48.5,2026-08-04 11:11:43,2026-08-04 11:38:43,71
SIG-005712,LO-KOTPS1-02700,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 11:05:27,MEDIUM,49.5,2026-08-04 12:26:27,2026-08-04 12:53:27,73
SIG-005713,LO-KOTPS1-02701,HISTORICAL_BASELINE,2026-08-04 06:33:22,BASELINE,61.2,2026-08-04 07:24:22,2026-08-04 07:51:22,60
SIG-005714,LO-KOTPS1-02702,HISTORICAL_BASELINE,2026-08-04 08:05:12,BASELINE,64.0,2026-08-04 09:31:12,2026-08-04 09:58:12,72
SIG-005715,LO-PS27-01714,HISTORICAL_BASELINE,2026-08-04 09:27:36,BASELINE,26.6,2026-08-04 11:08:36,2026-08-04 11:35:36,65
SIG-005716,LO-KOTPS1-02703,HISTORICAL_BASELINE,2026-08-04 13:25:41,BASELINE,35.6,2026-08-04 13:50:41,2026-08-04 14:17:41,68
SIG-005717,LO-PS10-03389,HISTORICAL_BASELINE,2026-08-04 08:34:49,BASELINE,56.5,2026-08-04 08:46:49,2026-08-04 09:13:49,61
SIG-005718,LO-KOTPS1-02704,OPTIONAL_TELEMATICS,2026-08-04 09:53:42,HIGH,63.0,2026-08-04 10:29:42,2026-08-04 10:56:42,93
SIG-005719,LO-KOTPS1-02705,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 07:30:15,MEDIUM,15.1,2026-08-04 08:01:15,2026-08-04 08:28:15,72
SIG-005720,LO-PS10-03390,HISTORICAL_BASELINE,2026-08-04 16:38:56,BASELINE,5.5,2026-08-04 17:14:56,2026-08-04 17:41:56,64
SIG-005721,LO-PS25-01899,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 07:49:31,MEDIUM,15.7,2026-08-04 08:15:31,2026-08-04 08:42:31,77
SIG-005722,LO-PS28-01508,OPTIONAL_TELEMATICS,2026-08-04 13:47:17,HIGH,25.1,2026-08-04 14:15:17,2026-08-04 14:42:17,93
SIG-005723,LO-PS10-03391,HISTORICAL_BASELINE,2026-08-04 08:39:07,BASELINE,25.2,2026-08-04 10:20:07,2026-08-04 10:47:07,70
SIG-005724,LO-PS25-01900,HISTORICAL_BASELINE,2026-08-04 09:13:35,BASELINE,6.5,2026-08-04 10:57:35,2026-08-04 11:24:35,60
SIG-005725,LO-PS25-01901,HISTORICAL_BASELINE,2026-08-04 07:36:10,BASELINE,24.0,2026-08-04 09:25:10,2026-08-04 09:52:10,71
SIG-005726,LO-KOTPS1-02706,HISTORICAL_BASELINE,2026-08-04 08:13:22,BASELINE,34.2,2026-08-04 09:25:22,2026-08-04 09:52:22,74
SIG-005727,LO-PS27-01715,HISTORICAL_BASELINE,2026-08-04 14:20:20,BASELINE,47.2,2026-08-04 15:36:20,2026-08-04 16:03:20,65
SIG-005728,LO-KOTPS1-02707,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 08:42:58,MEDIUM,58.2,2026-08-04 09:08:58,2026-08-04 09:35:58,74
SIG-005729,LO-PS10-03392,HISTORICAL_BASELINE,2026-08-04 08:34:22,BASELINE,9.0,2026-08-04 10:04:22,2026-08-04 10:31:22,60
SIG-005730,LO-PS10-03393,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 08:00:33,MEDIUM,51.6,2026-08-04 08:43:33,2026-08-04 09:10:33,74
SIG-005731,LO-PS10-03394,HISTORICAL_BASELINE,2026-08-04 08:42:40,BASELINE,36.0,2026-08-04 10:00:40,2026-08-04 10:27:40,63
SIG-005732,LO-KOTPS1-02708,HISTORICAL_BASELINE,2026-08-04 09:23:56,BASELINE,13.0,2026-08-04 09:53:56,2026-08-04 10:20:56,62
SIG-005733,LO-KOTPS1-02709,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 13:39:14,MEDIUM,17.8,2026-08-04 14:59:14,2026-08-04 15:26:14,72
SIG-005734,LO-PS27-01716,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 09:38:28,MEDIUM,18.8,2026-08-04 10:54:28,2026-08-04 11:21:28,77
SIG-005735,LO-PS10-03395,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 14:57:46,MEDIUM,60.5,2026-08-04 16:26:46,2026-08-04 16:53:46,82
SIG-005736,LO-PS10-03396,OPTIONAL_TELEMATICS,2026-08-04 12:06:20,HIGH,53.1,2026-08-04 13:20:20,2026-08-04 13:47:20,82
SIG-005737,LO-PS25-01902,HISTORICAL_BASELINE,2026-08-04 14:22:23,BASELINE,53.6,2026-08-04 16:19:23,2026-08-04 16:46:23,66
SIG-005738,LO-PS28-01509,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 07:53:57,MEDIUM,60.7,2026-08-04 08:45:57,2026-08-04 09:12:57,83
SIG-005739,LO-PS10-03397,HISTORICAL_BASELINE,2026-08-04 10:00:15,BASELINE,5.1,2026-08-04 10:21:15,2026-08-04 10:48:15,72
SIG-005740,LO-PS10-03398,HISTORICAL_BASELINE,2026-08-04 08:38:05,BASELINE,60.7,2026-08-04 09:44:05,2026-08-04 10:11:05,69
SIG-005741,LO-PS10-03399,OPTIONAL_TELEMATICS,2026-08-04 17:03:59,HIGH,41.3,2026-08-04 18:09:59,2026-08-04 18:36:59,85
SIG-005742,LO-PS25-01904,OPTIONAL_TELEMATICS,2026-08-04 07:51:23,HIGH,20.6,2026-08-04 08:32:23,2026-08-04 08:59:23,84
SIG-005743,LO-PS27-01717,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 08:37:54,MEDIUM,26.5,2026-08-04 10:17:54,2026-08-04 10:44:54,75
SIG-005744,LO-PS25-01905,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 09:56:07,MEDIUM,30.2,2026-08-04 11:39:07,2026-08-04 12:06:07,73
SIG-005745,LO-PS25-01906,OPTIONAL_TELEMATICS,2026-08-04 09:12:17,HIGH,57.5,2026-08-04 09:49:17,2026-08-04 10:16:17,92
SIG-005746,LO-PS10-03400,OPTIONAL_TRAFFIC_SIGNAL,2026-08-04 15:11:52,MEDIUM,64.3,2026-08-04 15:54:52,2026-08-04 16:21:52,84
SIG-005747,LO-PS10-03401,HISTORICAL_BASELINE,2026-08-04 10:49:50,BASELINE,18.9,2026-08-04 11:13:50,2026-08-04 11:40:50,67
SIG-005748,LO-PS10-03402,HISTORICAL_BASELINE,2026-08-04 18:12:56,BASELINE,11.2,2026-08-04 20:02:56,2026-08-04 20:29:56,66
SIG-005749,LO-PS25-01907,HISTORICAL_BASELINE,2026-08-05 16:20:43,BASELINE,13.6,2026-08-05 18:02:43,2026-08-05 18:29:43,70
SIG-005750,LO-PS28-01510,HISTORICAL_BASELINE,2026-08-05 16:02:10,BASELINE,10.3,2026-08-05 17:52:10,2026-08-05 18:19:10,64
SIG-005751,LO-PS10-03404,HISTORICAL_BASELINE,2026-08-05 09:36:28,BASELINE,43.3,2026-08-05 10:30:28,2026-08-05 10:57:28,70
SIG-005752,LO-PS27-01718,HISTORICAL_BASELINE,2026-08-05 13:43:02,BASELINE,54.0,2026-08-05 15:11:02,2026-08-05 15:38:02,62
SIG-005753,LO-PS10-03405,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 17:20:37,MEDIUM,7.9,2026-08-05 18:23:37,2026-08-05 18:50:37,78
SIG-005754,LO-KOTPS1-02710,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 08:31:47,MEDIUM,64.0,2026-08-05 10:11:47,2026-08-05 10:38:47,75
SIG-005755,LO-PS10-03406,HISTORICAL_BASELINE,2026-08-05 08:07:04,BASELINE,38.2,2026-08-05 09:04:04,2026-08-05 09:31:04,70
SIG-005756,LO-KOTPS1-02711,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 07:38:05,MEDIUM,35.2,2026-08-05 07:49:05,2026-08-05 08:16:05,78
SIG-005757,LO-KOTPS1-02712,HISTORICAL_BASELINE,2026-08-05 10:17:28,BASELINE,49.8,2026-08-05 12:00:28,2026-08-05 12:27:28,64
SIG-005758,LO-KOTPS1-02713,HISTORICAL_BASELINE,2026-08-05 13:38:09,BASELINE,54.9,2026-08-05 15:20:09,2026-08-05 15:47:09,73
SIG-005759,LO-PS10-03407,HISTORICAL_BASELINE,2026-08-05 10:20:39,BASELINE,29.1,2026-08-05 10:38:39,2026-08-05 11:05:39,62
SIG-005760,LO-PS27-01719,HISTORICAL_BASELINE,2026-08-05 11:24:55,BASELINE,60.1,2026-08-05 12:38:55,2026-08-05 13:05:55,62
SIG-005761,LO-PS10-03408,HISTORICAL_BASELINE,2026-08-05 11:17:47,BASELINE,64.7,2026-08-05 11:55:47,2026-08-05 12:22:47,70
SIG-005762,LO-KOTPS1-02714,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 13:54:13,MEDIUM,22.9,2026-08-05 14:19:13,2026-08-05 14:46:13,74
SIG-005763,LO-PS25-01908,HISTORICAL_BASELINE,2026-08-05 11:42:23,BASELINE,58.2,2026-08-05 12:57:23,2026-08-05 13:24:23,66
SIG-005764,LO-KOTPS1-02715,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 10:44:55,MEDIUM,14.1,2026-08-05 11:30:55,2026-08-05 11:57:55,84
SIG-005765,LO-PS10-03409,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 07:30:28,MEDIUM,33.2,2026-08-05 08:13:28,2026-08-05 08:40:28,85
SIG-005766,LO-PS25-01909,OPTIONAL_TELEMATICS,2026-08-05 10:02:42,HIGH,50.0,2026-08-05 12:07:42,2026-08-05 12:34:42,94
SIG-005767,LO-PS28-01512,HISTORICAL_BASELINE,2026-08-05 11:41:33,BASELINE,47.2,2026-08-05 12:41:33,2026-08-05 13:08:33,68
SIG-005768,LO-PS10-03410,OPTIONAL_TELEMATICS,2026-08-05 08:50:17,HIGH,44.2,2026-08-05 10:37:17,2026-08-05 11:04:17,91
SIG-005769,LO-PS27-01720,HISTORICAL_BASELINE,2026-08-05 15:34:31,BASELINE,20.1,2026-08-05 16:09:31,2026-08-05 16:36:31,75
SIG-005770,LO-KOTPS1-02716,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 10:12:49,MEDIUM,57.9,2026-08-05 12:06:49,2026-08-05 12:33:49,85
SIG-005771,LO-PS10-03411,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 13:55:23,MEDIUM,61.0,2026-08-05 14:27:23,2026-08-05 14:54:23,83
SIG-005772,LO-PS27-01721,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 08:08:25,MEDIUM,11.9,2026-08-05 08:31:25,2026-08-05 08:58:25,81
SIG-005773,LO-KOTPS1-02717,HISTORICAL_BASELINE,2026-08-05 10:17:09,BASELINE,38.0,2026-08-05 11:05:09,2026-08-05 11:32:09,60
SIG-005774,LO-KOTPS1-02718,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 15:43:13,MEDIUM,13.1,2026-08-05 16:42:13,2026-08-05 17:09:13,82
SIG-005775,LO-PS10-03412,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 12:45:38,MEDIUM,64.7,2026-08-05 14:44:38,2026-08-05 15:11:38,83
SIG-005776,LO-KOTPS1-02719,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 07:27:50,MEDIUM,26.1,2026-08-05 09:04:50,2026-08-05 09:31:50,79
SIG-005777,LO-KOTPS1-02720,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 07:33:28,MEDIUM,18.9,2026-08-05 08:48:28,2026-08-05 09:15:28,85
SIG-005778,LO-PS25-01910,HISTORICAL_BASELINE,2026-08-05 08:24:39,BASELINE,5.8,2026-08-05 09:28:39,2026-08-05 09:55:39,72
SIG-005779,LO-KOTPS1-02721,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 17:08:49,MEDIUM,29.6,2026-08-05 18:19:49,2026-08-05 18:46:49,79
SIG-005780,LO-PS25-01911,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 16:26:16,MEDIUM,17.6,2026-08-05 16:40:16,2026-08-05 17:07:16,74
SIG-005781,LO-PS25-01912,HISTORICAL_BASELINE,2026-08-05 10:34:49,BASELINE,29.5,2026-08-05 11:19:49,2026-08-05 11:46:49,66
SIG-005782,LO-PS25-01913,HISTORICAL_BASELINE,2026-08-05 07:49:18,BASELINE,53.7,2026-08-05 09:36:18,2026-08-05 10:03:18,75
SIG-005783,LO-KOTPS1-02722,HISTORICAL_BASELINE,2026-08-05 07:58:53,BASELINE,55.4,2026-08-05 09:21:53,2026-08-05 09:48:53,71
SIG-005784,LO-PS10-03413,HISTORICAL_BASELINE,2026-08-05 14:26:01,BASELINE,56.6,2026-08-05 16:12:01,2026-08-05 16:39:01,65
SIG-005785,LO-PS25-01914,HISTORICAL_BASELINE,2026-08-05 11:40:36,BASELINE,39.4,2026-08-05 12:50:36,2026-08-05 13:17:36,65
SIG-005786,LO-KOTPS1-02723,HISTORICAL_BASELINE,2026-08-05 08:51:44,BASELINE,41.5,2026-08-05 10:23:44,2026-08-05 10:50:44,71
SIG-005787,LO-KOTPS1-02724,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 14:52:26,MEDIUM,52.9,2026-08-05 15:05:26,2026-08-05 15:32:26,80
SIG-005788,LO-PS25-01915,OPTIONAL_TELEMATICS,2026-08-05 10:15:37,HIGH,19.0,2026-08-05 10:55:37,2026-08-05 11:22:37,84
SIG-005789,LO-KOTPS1-02725,OPTIONAL_TELEMATICS,2026-08-05 09:06:20,HIGH,16.1,2026-08-05 09:51:20,2026-08-05 10:18:20,92
SIG-005790,LO-KOTPS1-02726,HISTORICAL_BASELINE,2026-08-05 09:49:10,BASELINE,8.8,2026-08-05 11:15:10,2026-08-05 11:42:10,62
SIG-005791,LO-KOTPS1-02727,OPTIONAL_TELEMATICS,2026-08-05 10:27:45,HIGH,54.2,2026-08-05 11:40:45,2026-08-05 12:07:45,85
SIG-005792,LO-PS28-01513,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 08:31:30,MEDIUM,19.7,2026-08-05 08:42:30,2026-08-05 09:09:30,76
SIG-005793,LO-PS25-01916,OPTIONAL_TELEMATICS,2026-08-05 11:45:39,HIGH,22.6,2026-08-05 13:10:39,2026-08-05 13:37:39,92
SIG-005794,LO-KOTPS1-02728,HISTORICAL_BASELINE,2026-08-05 08:44:00,BASELINE,32.3,2026-08-05 10:19:00,2026-08-05 10:46:00,65
SIG-005795,LO-PS10-03414,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 14:47:28,MEDIUM,31.3,2026-08-05 15:21:28,2026-08-05 15:48:28,78
SIG-005796,LO-KOTPS1-02730,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 11:01:51,MEDIUM,45.5,2026-08-05 11:24:51,2026-08-05 11:51:51,78
SIG-005797,LO-PS25-01917,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 17:06:02,MEDIUM,63.7,2026-08-05 18:36:02,2026-08-05 19:03:02,78
SIG-005798,LO-KOTPS1-02731,HISTORICAL_BASELINE,2026-08-05 13:28:16,BASELINE,19.4,2026-08-05 14:11:16,2026-08-05 14:38:16,72
SIG-005799,LO-PS25-01918,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 09:10:04,MEDIUM,53.1,2026-08-05 09:48:04,2026-08-05 10:15:04,84
SIG-005800,LO-PS10-03415,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 07:37:23,MEDIUM,12.1,2026-08-05 08:15:23,2026-08-05 08:42:23,75
SIG-005801,LO-PS27-01722,HISTORICAL_BASELINE,2026-08-05 10:10:59,BASELINE,50.5,2026-08-05 11:18:59,2026-08-05 11:45:59,60
SIG-005802,LO-PS27-01723,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 14:15:37,MEDIUM,40.6,2026-08-05 14:54:37,2026-08-05 15:21:37,74
SIG-005803,LO-KOTPS1-02732,OPTIONAL_TELEMATICS,2026-08-05 11:54:50,HIGH,64.6,2026-08-05 12:19:50,2026-08-05 12:46:50,88
SIG-005804,LO-PS10-03416,HISTORICAL_BASELINE,2026-08-05 12:33:48,BASELINE,21.7,2026-08-05 14:01:48,2026-08-05 14:28:48,75
SIG-005805,LO-PS10-03417,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 09:47:33,MEDIUM,28.0,2026-08-05 10:16:33,2026-08-05 10:43:33,84
SIG-005806,LO-PS10-03418,HISTORICAL_BASELINE,2026-08-05 09:48:27,BASELINE,52.4,2026-08-05 10:55:27,2026-08-05 11:22:27,71
SIG-005807,LO-PS10-03419,HISTORICAL_BASELINE,2026-08-05 09:07:35,BASELINE,18.7,2026-08-05 09:52:35,2026-08-05 10:19:35,63
SIG-005808,LO-PS10-03420,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 07:16:47,MEDIUM,55.9,2026-08-05 08:37:47,2026-08-05 09:04:47,72
SIG-005809,LO-KOTPS1-02733,OPTIONAL_TELEMATICS,2026-08-05 14:31:05,HIGH,9.4,2026-08-05 15:16:05,2026-08-05 15:43:05,83
SIG-005810,LO-PS25-01920,HISTORICAL_BASELINE,2026-08-05 13:14:27,BASELINE,58.0,2026-08-05 14:04:27,2026-08-05 14:31:27,72
SIG-005811,LO-KOTPS1-02734,OPTIONAL_TELEMATICS,2026-08-05 16:57:49,HIGH,38.9,2026-08-05 18:12:49,2026-08-05 18:39:49,87
SIG-005812,LO-PS10-03421,HISTORICAL_BASELINE,2026-08-05 07:00:52,BASELINE,45.7,2026-08-05 07:49:52,2026-08-05 08:16:52,72
SIG-005813,LO-PS27-01724,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 08:25:09,MEDIUM,31.2,2026-08-05 09:32:09,2026-08-05 09:59:09,77
SIG-005814,LO-PS10-03422,HISTORICAL_BASELINE,2026-08-05 11:19:58,BASELINE,16.4,2026-08-05 12:22:58,2026-08-05 12:49:58,66
SIG-005815,LO-PS25-01921,OPTIONAL_TELEMATICS,2026-08-05 10:53:48,HIGH,39.5,2026-08-05 11:58:48,2026-08-05 12:25:48,82
SIG-005816,LO-PS27-01725,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 11:40:58,MEDIUM,14.5,2026-08-05 12:48:58,2026-08-05 13:15:58,75
SIG-005817,LO-KOTPS1-02735,OPTIONAL_TELEMATICS,2026-08-05 06:21:16,HIGH,48.8,2026-08-05 07:42:16,2026-08-05 08:09:16,94
SIG-005818,LO-KOTPS1-02736,OPTIONAL_TELEMATICS,2026-08-05 14:43:34,HIGH,30.4,2026-08-05 16:08:34,2026-08-05 16:35:34,93
SIG-005819,LO-PS10-03423,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 15:35:07,MEDIUM,64.8,2026-08-05 16:14:07,2026-08-05 16:41:07,72
SIG-005820,LO-KOTPS1-02737,OPTIONAL_TRAFFIC_SIGNAL,2026-08-05 10:11:34,MEDIUM,21.2,2026-08-05 11:17:34,2026-08-05 11:44:34,83
