staging_id,order_id,depot_id,staging_area_id,queue_entry_time,queue_exit_time,wait_duration_minutes,queue_reason,initial_predicted_wait_min
STG-003847,LO-PS27-01459,eldoret,Staging Bay A4,2026-07-16 13:46:57,2026-07-16 14:34:04,47.11,ARRIVAL_CLUSTERING,41.5
STG-003848,LO-KOTPS1-02133,mombasa,Staging Bay B3,2026-07-16 10:00:06,2026-07-16 10:21:54,21.79,ARRIVAL_CLUSTERING,21.2
STG-003849,LO-KOTPS1-02134,mombasa,Staging Bay B3,2026-07-16 13:32:31,2026-07-16 13:44:09,11.64,LOADING_CAPACITY_PRESSURE,11.8
STG-003850,LO-KOTPS1-02135,mombasa,Staging Bay A4,2026-07-16 10:44:41,2026-07-16 11:20:51,36.16,ARRIVAL_CLUSTERING,40.2
STG-003851,LO-PS25-01595,nakuru,Staging Bay B4,2026-07-16 14:04:12,2026-07-16 14:20:37,16.42,ARRIVAL_CLUSTERING,17.5
STG-003852,LO-PS27-01460,eldoret,Staging Bay C1,2026-07-16 18:15:20,2026-07-16 18:58:30,43.17,ARRIVAL_CLUSTERING,48.6
STG-003853,LO-KOTPS1-02136,mombasa,Staging Bay C4,2026-07-16 11:15:23,2026-07-16 11:44:07,28.73,ARRIVAL_CLUSTERING,25.8
STG-003854,LO-PS10-02553,nairobi,Staging Bay B5,2026-07-16 11:51:15,2026-07-16 12:17:05,25.84,ARRIVAL_CLUSTERING,28.7
STG-003855,LO-PS10-02554,nairobi,Staging Bay A1,2026-07-16 13:04:07,2026-07-16 13:19:53,15.77,ARRIVAL_CLUSTERING,15.5
STG-003856,LO-PS28-01334,kisumu,Staging Bay C1,2026-07-16 17:05:57,2026-07-16 17:38:37,32.67,ARRIVAL_CLUSTERING,30.3
STG-003857,LO-PS10-02555,nairobi,Staging Bay C4,2026-07-16 13:00:44,2026-07-16 13:19:47,19.05,ARRIVAL_CLUSTERING,17.3
STG-003858,LO-PS25-01596,nakuru,Staging Bay C2,2026-07-16 12:30:49,2026-07-16 13:05:22,34.56,ARRIVAL_CLUSTERING,29.6
STG-003859,LO-PS10-02556,nairobi,Staging Bay A5,2026-07-16 18:18:11,2026-07-16 18:34:15,16.06,ARRIVAL_CLUSTERING,16.6
STG-003860,LO-PS10-02557,nairobi,Staging Bay C3,2026-07-16 18:45:35,2026-07-16 19:26:02,40.46,ARRIVAL_CLUSTERING,39.2
STG-003861,LO-PS10-02558,nairobi,Staging Bay C2,2026-07-16 10:45:58,2026-07-16 10:50:14,4.28,NOMINAL_FLOW,3.9
STG-003862,LO-KOTPS1-02137,mombasa,Staging Bay C1,2026-07-16 13:59:52,2026-07-16 14:06:50,6.96,LOADING_CAPACITY_PRESSURE,6.9
STG-003863,LO-KOTPS1-02138,mombasa,Staging Bay B5,2026-07-16 16:03:52,2026-07-16 16:23:17,19.41,ARRIVAL_CLUSTERING,18.4
STG-003864,LO-PS27-01461,eldoret,Staging Bay C1,2026-07-16 09:10:50,2026-07-16 09:25:36,14.77,LOADING_CAPACITY_PRESSURE,14.6
STG-003865,LO-KOTPS1-02139,mombasa,Staging Bay B1,2026-07-16 17:18:28,2026-07-16 18:03:33,45.08,ARRIVAL_CLUSTERING,40.7
STG-003866,LO-PS27-01462,eldoret,Staging Bay C1,2026-07-16 17:05:14,2026-07-16 17:21:44,16.51,ARRIVAL_CLUSTERING,17.2
STG-003867,LO-PS25-01597,nakuru,Staging Bay B1,2026-07-16 09:13:57,2026-07-16 09:30:35,16.64,NOMINAL_FLOW,14.4
STG-003868,LO-PS27-01463,eldoret,Staging Bay C2,2026-07-16 11:50:32,2026-07-16 12:24:09,33.61,ARRIVAL_CLUSTERING,33.7
STG-003869,LO-PS27-01464,eldoret,Staging Bay C3,2026-07-16 08:54:01,2026-07-16 09:12:03,18.03,ARRIVAL_CLUSTERING,16.0
STG-003870,LO-PS25-01598,nakuru,Staging Bay C5,2026-07-16 17:24:11,2026-07-16 17:40:42,16.52,ARRIVAL_CLUSTERING,15.0
STG-003871,LO-PS25-01599,nakuru,Staging Bay C1,2026-07-16 14:45:09,2026-07-16 14:59:12,14.05,LOADING_CAPACITY_PRESSURE,14.7
STG-003872,LO-PS28-01335,kisumu,Staging Bay C1,2026-07-16 20:21:37,2026-07-16 20:56:14,34.62,ARRIVAL_CLUSTERING,35.1
STG-003873,LO-PS25-01600,nakuru,Staging Bay C5,2026-07-16 09:36:33,2026-07-16 09:47:37,11.07,NOMINAL_FLOW,10.2
STG-003874,LO-PS27-01465,eldoret,Staging Bay B4,2026-07-16 16:11:48,2026-07-16 16:43:50,32.04,ARRIVAL_CLUSTERING,35.1
STG-003875,LO-PS10-02559,nairobi,Staging Bay A2,2026-07-16 12:02:01,2026-07-16 12:28:05,26.06,ARRIVAL_CLUSTERING,27.7
STG-003876,LO-KOTPS1-02141,mombasa,Staging Bay C2,2026-07-16 13:48:44,2026-07-16 14:30:55,42.18,ARRIVAL_CLUSTERING,46.2
STG-003877,LO-PS10-02560,nairobi,Staging Bay A2,2026-07-16 15:44:26,2026-07-16 15:48:32,4.11,NOMINAL_FLOW,4.7
STG-003878,LO-PS10-02561,nairobi,Staging Bay A4,2026-07-16 15:02:53,2026-07-16 15:13:59,11.1,LOADING_CAPACITY_PRESSURE,10.5
STG-003879,LO-PS25-01601,nakuru,Staging Bay B1,2026-07-16 12:29:12,2026-07-16 13:16:11,46.98,ARRIVAL_CLUSTERING,43.4
STG-003880,LO-KOTPS1-02142,mombasa,Staging Bay A2,2026-07-16 17:50:50,2026-07-16 18:27:44,36.89,ARRIVAL_CLUSTERING,37.9
STG-003881,LO-PS25-01602,nakuru,Staging Bay B3,2026-07-16 09:18:09,2026-07-16 09:32:41,14.53,NOMINAL_FLOW,15.2
STG-003882,LO-KOTPS1-02144,mombasa,Staging Bay A5,2026-07-16 09:53:00,2026-07-16 10:08:21,15.36,LOADING_CAPACITY_PRESSURE,14.9
STG-003883,LO-PS10-02562,nairobi,Staging Bay A4,2026-07-16 16:17:42,2026-07-16 17:00:41,42.98,ARRIVAL_CLUSTERING,43.4
STG-003884,LO-PS27-01466,eldoret,Staging Bay A1,2026-07-16 13:28:25,2026-07-16 13:46:22,17.95,ARRIVAL_CLUSTERING,18.4
STG-003885,LO-KOTPS1-02145,mombasa,Staging Bay A3,2026-07-16 11:01:26,2026-07-16 11:42:50,41.4,ARRIVAL_CLUSTERING,36.4
STG-003886,LO-PS27-01467,eldoret,Staging Bay A1,2026-07-16 15:24:39,2026-07-16 15:34:22,9.72,LOADING_CAPACITY_PRESSURE,8.7
STG-003887,LO-PS10-02563,nairobi,Staging Bay A5,2026-07-16 15:52:51,2026-07-16 16:03:32,10.7,LOADING_CAPACITY_PRESSURE,10.4
STG-003888,LO-PS10-02564,nairobi,Staging Bay C5,2026-07-16 19:38:18,2026-07-16 20:18:58,40.67,ARRIVAL_CLUSTERING,34.9
STG-003889,LO-PS10-02565,nairobi,Staging Bay B4,2026-07-16 12:30:26,2026-07-16 12:45:56,15.5,ARRIVAL_CLUSTERING,13.4
STG-003890,LO-KOTPS1-02146,mombasa,Staging Bay B3,2026-07-16 14:08:42,2026-07-16 14:14:26,5.74,NOMINAL_FLOW,5.2
STG-003891,LO-PS10-02566,nairobi,Staging Bay C4,2026-07-16 10:29:32,2026-07-16 11:08:39,39.12,ARRIVAL_CLUSTERING,39.5
STG-003892,LO-PS10-02567,nairobi,Staging Bay A5,2026-07-16 16:39:45,2026-07-16 17:11:02,31.29,ARRIVAL_CLUSTERING,33.8
STG-003893,LO-PS27-01468,eldoret,Staging Bay A2,2026-07-16 09:18:27,2026-07-16 09:30:43,12.26,LOADING_CAPACITY_PRESSURE,13.6
STG-003894,LO-KOTPS1-02147,mombasa,Staging Bay C2,2026-07-16 10:14:26,2026-07-16 10:25:10,10.74,NOMINAL_FLOW,10.2
STG-003895,LO-PS10-02568,nairobi,Staging Bay B3,2026-07-16 12:04:00,2026-07-16 12:22:10,18.17,ARRIVAL_CLUSTERING,20.5
STG-003896,LO-KOTPS1-02148,mombasa,Staging Bay B4,2026-07-16 16:36:42,2026-07-16 17:09:00,32.3,ARRIVAL_CLUSTERING,33.8
STG-003897,LO-PS10-02569,nairobi,Staging Bay B5,2026-07-16 10:18:30,2026-07-16 10:30:18,11.8,NOMINAL_FLOW,12.8
STG-003898,LO-KOTPS1-02149,mombasa,Staging Bay A4,2026-07-16 08:34:04,2026-07-16 08:51:46,17.7,LOADING_CAPACITY_PRESSURE,16.6
STG-003899,LO-PS10-02570,nairobi,Staging Bay C1,2026-07-16 09:46:33,2026-07-16 10:18:23,31.84,ARRIVAL_CLUSTERING,29.8
STG-003900,LO-PS10-02571,nairobi,Staging Bay B5,2026-07-16 12:37:46,2026-07-16 13:14:58,37.21,ARRIVAL_CLUSTERING,35.2
STG-003901,LO-PS10-02572,nairobi,Staging Bay B2,2026-07-16 18:06:38,2026-07-16 18:47:04,40.42,ARRIVAL_CLUSTERING,41.5
STG-003902,LO-PS25-01603,nakuru,Staging Bay C4,2026-07-16 14:15:46,2026-07-16 14:26:30,10.73,LOADING_CAPACITY_PRESSURE,9.8
STG-003903,LO-KOTPS1-02150,mombasa,Staging Bay C5,2026-07-16 12:25:44,2026-07-16 13:03:00,37.27,ARRIVAL_CLUSTERING,40.4
STG-003904,LO-PS10-02573,nairobi,Staging Bay A1,2026-07-16 10:34:26,2026-07-16 11:19:50,45.39,ARRIVAL_CLUSTERING,47.2
STG-003905,LO-KOTPS1-02151,mombasa,Staging Bay A5,2026-07-16 10:45:51,2026-07-16 10:55:26,9.59,NOMINAL_FLOW,10.0
STG-003906,LO-KOTPS1-02152,mombasa,Staging Bay A2,2026-07-16 14:54:54,2026-07-16 15:06:47,11.88,NOMINAL_FLOW,10.6
STG-003907,LO-PS25-01604,nakuru,Staging Bay C2,2026-07-16 15:23:28,2026-07-16 15:30:12,6.73,LOADING_CAPACITY_PRESSURE,6.4
STG-003908,LO-PS10-02575,nairobi,Staging Bay C2,2026-07-16 11:06:48,2026-07-16 11:27:08,20.33,ARRIVAL_CLUSTERING,22.2
STG-003909,LO-PS25-01605,nakuru,Staging Bay A5,2026-07-16 10:36:23,2026-07-16 11:13:25,37.03,ARRIVAL_CLUSTERING,33.2
STG-003910,LO-PS10-02576,nairobi,Staging Bay A2,2026-07-16 16:32:57,2026-07-16 17:09:10,36.22,ARRIVAL_CLUSTERING,34.0
STG-003911,LO-PS28-01337,kisumu,Staging Bay B2,2026-07-16 14:58:57,2026-07-16 15:03:26,4.49,NOMINAL_FLOW,4.4
STG-003912,LO-KOTPS1-02153,mombasa,Staging Bay C5,2026-07-16 16:36:20,2026-07-16 17:17:05,40.74,ARRIVAL_CLUSTERING,39.2
STG-003913,LO-PS28-01338,kisumu,Staging Bay B3,2026-07-16 17:15:31,2026-07-16 17:57:57,42.42,ARRIVAL_CLUSTERING,37.6
STG-003914,LO-PS25-01606,nakuru,Staging Bay C5,2026-07-16 16:22:48,2026-07-16 16:43:46,20.97,ARRIVAL_CLUSTERING,19.4
STG-003915,LO-PS25-01607,nakuru,Staging Bay A4,2026-07-16 11:52:46,2026-07-16 12:27:54,35.12,ARRIVAL_CLUSTERING,33.3
STG-003916,LO-PS10-02577,nairobi,Staging Bay B3,2026-07-16 11:25:10,2026-07-16 12:07:16,42.1,ARRIVAL_CLUSTERING,47.0
STG-003917,LO-PS25-01608,nakuru,Staging Bay C5,2026-07-16 16:26:12,2026-07-16 16:55:47,29.58,ARRIVAL_CLUSTERING,33.9
STG-003918,LO-PS25-01609,nakuru,Staging Bay B5,2026-07-16 13:25:26,2026-07-16 13:46:46,21.33,ARRIVAL_CLUSTERING,22.8
STG-003919,LO-PS10-02578,nairobi,Staging Bay C1,2026-07-16 10:59:11,2026-07-16 11:15:14,16.05,ARRIVAL_CLUSTERING,15.6
STG-003920,LO-PS28-01339,kisumu,Staging Bay B5,2026-07-16 13:34:13,2026-07-16 14:22:09,47.93,ARRIVAL_CLUSTERING,41.1
STG-003921,LO-PS27-01469,eldoret,Staging Bay B2,2026-07-16 12:32:27,2026-07-16 12:53:56,21.48,ARRIVAL_CLUSTERING,22.3
STG-003922,LO-PS28-01340,kisumu,Staging Bay A3,2026-07-16 10:12:40,2026-07-16 10:32:50,20.16,ARRIVAL_CLUSTERING,17.5
STG-003923,LO-PS27-01470,eldoret,Staging Bay C2,2026-07-16 16:49:50,2026-07-16 17:09:12,19.36,ARRIVAL_CLUSTERING,18.1
STG-003924,LO-PS25-01610,nakuru,Staging Bay A5,2026-07-16 10:12:17,2026-07-16 10:23:37,11.33,NOMINAL_FLOW,10.4
STG-003925,LO-PS10-02579,nairobi,Staging Bay B5,2026-07-16 15:57:16,2026-07-16 16:21:01,23.75,ARRIVAL_CLUSTERING,20.8
STG-003926,LO-PS10-02580,nairobi,Staging Bay C2,2026-07-16 12:17:18,2026-07-16 12:36:30,19.2,ARRIVAL_CLUSTERING,17.0
STG-003927,LO-PS27-01471,eldoret,Staging Bay C2,2026-07-16 17:56:09,2026-07-16 18:18:59,22.83,ARRIVAL_CLUSTERING,23.7
STG-003928,LO-KOTPS1-02154,mombasa,Staging Bay A2,2026-07-16 11:07:08,2026-07-16 11:47:41,40.55,ARRIVAL_CLUSTERING,45.5
STG-003929,LO-PS10-02581,nairobi,Staging Bay C1,2026-07-16 15:32:46,2026-07-16 15:43:50,11.07,LOADING_CAPACITY_PRESSURE,9.9
STG-003930,LO-PS10-02582,nairobi,Staging Bay A1,2026-07-16 18:21:36,2026-07-16 19:01:59,40.39,ARRIVAL_CLUSTERING,36.5
STG-003931,LO-PS10-02583,nairobi,Staging Bay A5,2026-07-16 11:49:22,2026-07-16 12:27:03,37.69,ARRIVAL_CLUSTERING,37.1
STG-003932,LO-PS27-01472,eldoret,Staging Bay B3,2026-07-16 14:44:36,2026-07-16 14:56:51,12.24,LOADING_CAPACITY_PRESSURE,13.1
STG-003933,LO-PS10-02584,nairobi,Staging Bay C2,2026-07-16 17:07:15,2026-07-16 17:45:28,38.22,ARRIVAL_CLUSTERING,38.2
STG-003934,LO-KOTPS1-02156,mombasa,Staging Bay A4,2026-07-16 12:05:45,2026-07-16 12:48:13,42.47,ARRIVAL_CLUSTERING,40.6
STG-003935,LO-PS10-02585,nairobi,Staging Bay C5,2026-07-16 12:32:07,2026-07-16 12:47:37,15.5,ARRIVAL_CLUSTERING,13.7
STG-003936,LO-PS10-02586,nairobi,Staging Bay B3,2026-07-16 12:00:05,2026-07-16 12:31:43,31.62,ARRIVAL_CLUSTERING,27.0
STG-003937,LO-PS25-01611,nakuru,Staging Bay A5,2026-07-16 12:20:19,2026-07-16 12:47:53,27.58,ARRIVAL_CLUSTERING,25.0
STG-003938,LO-PS10-02587,nairobi,Staging Bay C2,2026-07-16 11:24:11,2026-07-16 12:10:47,46.6,ARRIVAL_CLUSTERING,48.3
STG-003939,LO-PS25-01612,nakuru,Staging Bay A1,2026-07-16 11:13:05,2026-07-16 11:34:50,21.75,ARRIVAL_CLUSTERING,24.7
STG-003940,LO-KOTPS1-02157,mombasa,Staging Bay A5,2026-07-16 08:40:50,2026-07-16 08:48:21,7.52,NOMINAL_FLOW,6.6
STG-003941,LO-PS27-01473,eldoret,Staging Bay C2,2026-07-16 14:50:23,2026-07-16 15:06:03,15.66,NOMINAL_FLOW,14.1
STG-003942,LO-PS27-01474,eldoret,Staging Bay B2,2026-07-16 18:11:35,2026-07-16 18:49:33,37.97,ARRIVAL_CLUSTERING,42.9
STG-003943,LO-PS25-01613,nakuru,Staging Bay B3,2026-07-16 14:02:19,2026-07-16 14:44:49,42.5,ARRIVAL_CLUSTERING,42.3
STG-003944,LO-PS27-01475,eldoret,Staging Bay A3,2026-07-16 13:25:05,2026-07-16 14:09:27,44.37,ARRIVAL_CLUSTERING,43.3
STG-003945,LO-PS10-02588,nairobi,Staging Bay B5,2026-07-16 15:34:41,2026-07-16 15:39:21,4.66,LOADING_CAPACITY_PRESSURE,5.1
STG-003946,LO-PS25-01614,nakuru,Staging Bay A2,2026-07-16 10:19:44,2026-07-16 10:25:09,5.42,NOMINAL_FLOW,5.0
STG-003947,LO-PS10-02589,nairobi,Staging Bay C4,2026-07-16 16:40:56,2026-07-16 16:58:38,17.71,ARRIVAL_CLUSTERING,18.4
STG-003948,LO-PS10-02590,nairobi,Staging Bay C1,2026-07-16 09:32:01,2026-07-16 09:38:31,6.51,LOADING_CAPACITY_PRESSURE,7.0
STG-003949,LO-KOTPS1-02158,mombasa,Staging Bay B2,2026-07-16 11:49:45,2026-07-16 12:25:36,35.85,ARRIVAL_CLUSTERING,37.6
STG-003950,LO-PS10-02591,nairobi,Staging Bay A2,2026-07-16 10:42:57,2026-07-16 11:07:15,24.3,ARRIVAL_CLUSTERING,26.5
STG-003951,LO-PS25-01615,nakuru,Staging Bay B2,2026-07-16 15:29:40,2026-07-16 15:47:11,17.52,NOMINAL_FLOW,19.4
STG-003952,LO-KOTPS1-02159,mombasa,Staging Bay C2,2026-07-16 11:39:52,2026-07-16 12:09:55,30.05,ARRIVAL_CLUSTERING,31.5
STG-003953,LO-PS27-01476,eldoret,Staging Bay B4,2026-07-16 13:52:59,2026-07-16 13:59:27,6.46,LOADING_CAPACITY_PRESSURE,5.7
STG-003954,LO-PS25-01616,nakuru,Staging Bay C4,2026-07-16 16:57:22,2026-07-16 17:28:28,31.1,ARRIVAL_CLUSTERING,31.8
STG-003955,LO-PS10-02592,nairobi,Staging Bay B2,2026-07-16 15:37:21,2026-07-16 16:22:32,45.19,ARRIVAL_CLUSTERING,50.4
STG-003956,LO-PS28-01341,kisumu,Staging Bay C2,2026-07-16 13:17:10,2026-07-16 13:55:29,38.31,ARRIVAL_CLUSTERING,42.5
STG-003957,LO-PS27-01477,eldoret,Staging Bay C2,2026-07-16 15:05:28,2026-07-16 15:12:17,6.81,NOMINAL_FLOW,6.0
STG-003958,LO-PS28-01342,kisumu,Staging Bay B3,2026-07-17 11:09:48,2026-07-17 11:32:34,22.77,ARRIVAL_CLUSTERING,25.0
STG-003959,LO-PS27-01478,eldoret,Staging Bay C2,2026-07-17 09:05:22,2026-07-17 09:18:31,13.15,NOMINAL_FLOW,14.9
STG-003960,LO-PS25-01617,nakuru,Staging Bay A1,2026-07-17 11:27:10,2026-07-17 11:50:53,23.72,ARRIVAL_CLUSTERING,20.7
STG-003961,LO-PS27-01479,eldoret,Staging Bay C3,2026-07-17 14:03:16,2026-07-17 14:51:12,47.93,ARRIVAL_CLUSTERING,53.0
STG-003962,LO-PS28-01343,kisumu,Staging Bay C4,2026-07-17 14:14:27,2026-07-17 14:26:29,12.04,NOMINAL_FLOW,10.7
STG-003963,LO-PS25-01618,nakuru,Staging Bay A5,2026-07-17 13:21:19,2026-07-17 14:03:45,42.44,ARRIVAL_CLUSTERING,37.4
STG-003964,LO-PS10-02593,nairobi,Staging Bay C4,2026-07-17 12:31:19,2026-07-17 12:58:38,27.33,ARRIVAL_CLUSTERING,25.2
STG-003965,LO-KOTPS1-02160,mombasa,Staging Bay C1,2026-07-17 11:05:03,2026-07-17 11:46:52,41.81,ARRIVAL_CLUSTERING,38.9
STG-003966,LO-PS10-02594,nairobi,Staging Bay C2,2026-07-17 10:58:00,2026-07-17 11:19:32,21.55,ARRIVAL_CLUSTERING,22.4
STG-003967,LO-KOTPS1-02161,mombasa,Staging Bay A5,2026-07-17 18:07:37,2026-07-17 18:48:17,40.65,ARRIVAL_CLUSTERING,37.6
STG-003968,LO-PS27-01480,eldoret,Staging Bay A4,2026-07-17 14:18:52,2026-07-17 14:43:13,24.35,ARRIVAL_CLUSTERING,27.4
STG-003969,LO-KOTPS1-02162,mombasa,Staging Bay C5,2026-07-17 11:25:22,2026-07-17 11:43:41,18.32,ARRIVAL_CLUSTERING,18.4
STG-003970,LO-KOTPS1-02163,mombasa,Staging Bay A1,2026-07-17 15:01:22,2026-07-17 15:06:46,5.39,NOMINAL_FLOW,6.2
STG-003971,LO-KOTPS1-02164,mombasa,Staging Bay A2,2026-07-17 10:42:13,2026-07-17 10:50:09,7.94,LOADING_CAPACITY_PRESSURE,7.8
STG-003972,LO-PS28-01344,kisumu,Staging Bay C5,2026-07-17 12:45:44,2026-07-17 13:01:05,15.34,ARRIVAL_CLUSTERING,15.9
STG-003973,LO-PS10-02595,nairobi,Staging Bay A4,2026-07-17 16:29:48,2026-07-17 17:07:01,37.21,ARRIVAL_CLUSTERING,34.0
STG-003974,LO-PS10-02596,nairobi,Staging Bay A2,2026-07-17 15:12:19,2026-07-17 15:21:14,8.92,NOMINAL_FLOW,9.7
STG-003975,LO-KOTPS1-02165,mombasa,Staging Bay C5,2026-07-17 16:18:12,2026-07-17 16:44:19,26.12,ARRIVAL_CLUSTERING,26.5
STG-003976,LO-KOTPS1-02166,mombasa,Staging Bay B3,2026-07-17 18:15:37,2026-07-17 18:47:04,31.46,ARRIVAL_CLUSTERING,32.5
STG-003977,LO-KOTPS1-02167,mombasa,Staging Bay A1,2026-07-17 11:19:27,2026-07-17 12:05:31,46.07,ARRIVAL_CLUSTERING,51.7
STG-003978,LO-KOTPS1-02168,mombasa,Staging Bay B2,2026-07-17 18:16:45,2026-07-17 18:37:12,20.45,ARRIVAL_CLUSTERING,22.2
STG-003979,LO-PS10-02597,nairobi,Staging Bay A1,2026-07-17 17:41:29,2026-07-17 18:07:14,25.75,ARRIVAL_CLUSTERING,29.1
STG-003980,LO-PS10-02598,nairobi,Staging Bay C5,2026-07-17 17:47:43,2026-07-17 18:14:08,26.42,ARRIVAL_CLUSTERING,28.2
STG-003981,LO-KOTPS1-02169,mombasa,Staging Bay B2,2026-07-17 16:08:08,2026-07-17 16:17:45,9.62,NOMINAL_FLOW,10.5
STG-003982,LO-PS10-02599,nairobi,Staging Bay B2,2026-07-17 15:44:25,2026-07-17 15:50:56,6.53,LOADING_CAPACITY_PRESSURE,6.6
STG-003983,LO-PS10-02600,nairobi,Staging Bay C5,2026-07-17 10:09:28,2026-07-17 10:24:41,15.23,NOMINAL_FLOW,14.9
STG-003984,LO-PS25-01619,nakuru,Staging Bay C5,2026-07-17 12:40:21,2026-07-17 13:08:01,27.67,ARRIVAL_CLUSTERING,24.4
STG-003985,LO-PS10-02601,nairobi,Staging Bay C2,2026-07-17 11:26:14,2026-07-17 11:41:09,14.92,ARRIVAL_CLUSTERING,14.8
STG-003986,LO-PS10-02602,nairobi,Staging Bay A3,2026-07-17 18:36:24,2026-07-17 18:55:49,19.4,ARRIVAL_CLUSTERING,16.7
STG-003987,LO-KOTPS1-02170,mombasa,Staging Bay B2,2026-07-17 12:08:35,2026-07-17 12:55:23,46.8,ARRIVAL_CLUSTERING,40.8
STG-003988,LO-KOTPS1-02171,mombasa,Staging Bay A3,2026-07-17 12:56:33,2026-07-17 13:34:27,37.9,ARRIVAL_CLUSTERING,34.1
STG-003989,LO-PS10-02604,nairobi,Staging Bay A5,2026-07-17 08:43:09,2026-07-17 08:47:24,4.24,NOMINAL_FLOW,4.8
STG-003990,LO-PS10-02605,nairobi,Staging Bay B2,2026-07-17 11:26:36,2026-07-17 11:56:29,29.88,ARRIVAL_CLUSTERING,28.7
STG-003991,LO-PS10-02606,nairobi,Staging Bay A3,2026-07-17 14:07:03,2026-07-17 14:41:19,34.27,ARRIVAL_CLUSTERING,30.4
STG-003992,LO-PS10-02607,nairobi,Staging Bay A4,2026-07-17 15:10:01,2026-07-17 15:22:38,12.62,LOADING_CAPACITY_PRESSURE,11.2
STG-003993,LO-PS25-01620,nakuru,Staging Bay C1,2026-07-17 10:35:38,2026-07-17 10:58:30,22.87,ARRIVAL_CLUSTERING,26.0
STG-003994,LO-KOTPS1-02172,mombasa,Staging Bay B2,2026-07-17 11:31:03,2026-07-17 11:55:05,24.04,ARRIVAL_CLUSTERING,24.8
STG-003995,LO-PS10-02608,nairobi,Staging Bay A2,2026-07-17 09:40:13,2026-07-17 09:55:18,15.09,NOMINAL_FLOW,16.0
STG-003996,LO-PS10-02609,nairobi,Staging Bay C4,2026-07-17 08:40:56,2026-07-17 08:46:50,5.89,NOMINAL_FLOW,6.6
STG-003997,LO-PS10-02610,nairobi,Staging Bay C5,2026-07-17 12:14:01,2026-07-17 12:33:27,19.43,ARRIVAL_CLUSTERING,17.3
STG-003998,LO-PS27-01481,eldoret,Staging Bay C4,2026-07-17 10:52:24,2026-07-17 11:04:35,12.2,NOMINAL_FLOW,12.5
STG-003999,LO-PS27-01482,eldoret,Staging Bay B1,2026-07-17 10:40:24,2026-07-17 10:53:08,12.74,NOMINAL_FLOW,14.6
STG-004000,LO-PS28-01345,kisumu,Staging Bay B2,2026-07-17 15:03:52,2026-07-17 15:11:57,8.08,NOMINAL_FLOW,7.3
STG-004001,LO-PS25-01621,nakuru,Staging Bay C1,2026-07-17 12:11:57,2026-07-17 12:52:56,40.99,ARRIVAL_CLUSTERING,41.9
STG-004002,LO-PS10-02611,nairobi,Staging Bay C3,2026-07-17 11:34:15,2026-07-17 12:22:11,47.94,ARRIVAL_CLUSTERING,48.3
STG-004003,LO-KOTPS1-02173,mombasa,Staging Bay C2,2026-07-17 11:58:04,2026-07-17 12:33:52,35.79,ARRIVAL_CLUSTERING,35.9
STG-004004,LO-PS10-02612,nairobi,Staging Bay C1,2026-07-17 08:54:51,2026-07-17 09:07:20,12.49,LOADING_CAPACITY_PRESSURE,12.7
STG-004005,LO-PS10-02613,nairobi,Staging Bay B3,2026-07-17 10:14:39,2026-07-17 10:39:20,24.68,ARRIVAL_CLUSTERING,26.4
STG-004006,LO-KOTPS1-02174,mombasa,Staging Bay C2,2026-07-17 19:13:34,2026-07-17 19:43:19,29.75,ARRIVAL_CLUSTERING,32.9
STG-004007,LO-KOTPS1-02175,mombasa,Staging Bay C5,2026-07-17 10:07:01,2026-07-17 10:46:00,38.98,ARRIVAL_CLUSTERING,43.2
STG-004008,LO-PS10-02614,nairobi,Staging Bay B3,2026-07-17 11:28:03,2026-07-17 12:04:25,36.37,ARRIVAL_CLUSTERING,39.8
STG-004009,LO-PS10-02615,nairobi,Staging Bay A3,2026-07-17 13:29:07,2026-07-17 13:55:51,26.73,ARRIVAL_CLUSTERING,23.8
STG-004010,LO-PS25-01623,nakuru,Staging Bay A3,2026-07-17 12:53:00,2026-07-17 13:33:10,40.17,ARRIVAL_CLUSTERING,38.1
STG-004011,LO-PS28-01346,kisumu,Staging Bay A3,2026-07-17 17:48:53,2026-07-17 18:33:36,44.71,ARRIVAL_CLUSTERING,43.0
STG-004012,LO-PS28-01347,kisumu,Staging Bay C4,2026-07-17 10:56:37,2026-07-17 11:14:20,17.73,ARRIVAL_CLUSTERING,16.3
STG-004013,LO-PS10-02616,nairobi,Staging Bay C1,2026-07-17 15:21:42,2026-07-17 15:27:21,5.65,LOADING_CAPACITY_PRESSURE,6.1
STG-004014,LO-PS10-02617,nairobi,Staging Bay C3,2026-07-17 09:28:01,2026-07-17 09:33:43,5.69,NOMINAL_FLOW,6.4
STG-004015,LO-KOTPS1-02176,mombasa,Staging Bay C3,2026-07-17 11:40:43,2026-07-17 12:24:47,44.06,ARRIVAL_CLUSTERING,43.8
STG-004016,LO-KOTPS1-02177,mombasa,Staging Bay C2,2026-07-17 13:11:52,2026-07-17 13:49:38,37.76,ARRIVAL_CLUSTERING,32.5
STG-004017,LO-PS27-01483,eldoret,Staging Bay C1,2026-07-17 17:51:27,2026-07-17 18:11:19,19.86,ARRIVAL_CLUSTERING,20.1
STG-004018,LO-KOTPS1-02178,mombasa,Staging Bay A5,2026-07-17 08:32:38,2026-07-17 08:38:43,6.08,NOMINAL_FLOW,6.4
STG-004019,LO-KOTPS1-02179,mombasa,Staging Bay B2,2026-07-17 18:30:17,2026-07-17 18:51:36,21.32,ARRIVAL_CLUSTERING,22.2
