order_id,omc_id,depot_id,truck_id,product_id,ordered_quantity_litres,order_registered_time,expected_arrival_time,scheduled_window_start,scheduled_window_end,order_status,cancellation_reason
LO-PS25-01970,rubis,nakuru,TRK-0002,DPK,40000,2026-08-08 14:18:14,2026-08-08 16:36:14,2026-08-08 16:21:14,2026-08-08 17:21:14,COMPLETED,
LO-PS10-03582,ola,nairobi,TRK-0125,PMS,32000,2026-08-08 06:22:23,2026-08-08 07:46:23,2026-08-08 07:31:23,2026-08-08 08:31:23,COMPLETED,
LO-KOTPS1-02827,vivo,mombasa,TRK-0543,PMS,28000,2026-08-08 11:49:48,2026-08-08 13:59:48,2026-08-08 13:44:48,2026-08-08 14:44:48,REJECTED,
LO-PS28-01531,hass,kisumu,TRK-0161,AGO,34000,2026-08-08 09:43:23,2026-08-08 12:05:23,2026-08-08 11:50:23,2026-08-08 12:50:23,COMPLETED,
LO-KOTPS1-02828,hass,mombasa,TRK-0124,AGO,36000,2026-08-08 15:44:20,2026-08-08 17:38:20,2026-08-08 17:23:20,2026-08-08 18:23:20,COMPLETED,
LO-PS10-03583,hass,nairobi,TRK-0354,DPK,38000,2026-08-08 14:11:46,2026-08-08 16:31:46,2026-08-08 16:16:46,2026-08-08 17:16:46,COMPLETED,
LO-PS28-01532,vivo,kisumu,TRK-0498,AGO,32000,2026-08-08 14:51:36,2026-08-08 16:24:36,2026-08-08 16:09:36,2026-08-08 17:09:36,CANCELLED,OMC_ALLOCATION_EXCEEDED
LO-PS28-01533,hass,kisumu,TRK-0645,AGO,34000,2026-08-08 13:12:28,2026-08-08 14:38:28,2026-08-08 14:23:28,2026-08-08 15:23:28,COMPLETED,
LO-PS25-01971,rubis,nakuru,TRK-0269,AGO,34000,2026-08-08 08:05:11,2026-08-08 10:33:11,2026-08-08 10:18:11,2026-08-08 11:18:11,COMPLETED,
LO-PS25-01972,ola,nakuru,TRK-0272,AGO,34000,2026-08-08 07:59:33,2026-08-08 09:17:33,2026-08-08 09:02:33,2026-08-08 10:02:33,COMPLETED,
LO-PS28-01534,totalenergies,kisumu,TRK-0180,AGO,40000,2026-08-08 08:44:28,2026-08-08 11:04:28,2026-08-08 10:49:28,2026-08-08 11:49:28,COMPLETED,
LO-PS10-03584,totalenergies,nairobi,TRK-0116,PMS,-36000,2026-08-08 10:09:16,2026-08-08 12:26:16,2026-08-08 12:11:16,2026-08-08 13:11:16,REJECTED,
LO-PS25-01973,totalenergies,nakuru,TRK-0677,AGO,40000,2026-08-08 10:36:55,2026-08-08 11:49:55,2026-08-08 11:34:55,2026-08-08 12:34:55,COMPLETED,
LO-PS10-03585,vivo,nairobi,TRK-0442,AGO,38000,2026-08-08 11:05:26,2026-08-08 13:13:26,2026-08-08 12:58:26,2026-08-08 13:58:26,COMPLETED,
LO-KOTPS1-02829,petrocity,mombasa,TRK-0200,AGO,36000,2026-08-08 13:15:39,2026-08-08 15:21:39,2026-08-08 15:06:39,2026-08-08 16:06:39,COMPLETED,
LO-KOTPS1-02830,hass,mombasa,TRK-0315,AGO,32000,2026-08-08 08:33:24,2026-08-08 10:39:24,2026-08-08 10:24:24,2026-08-08 11:24:24,COMPLETED,
LO-PS10-03586,rubis,nairobi,TRK-0104,AGO,32000,2026-08-08 07:29:39,2026-08-08 08:57:39,2026-08-08 08:42:39,2026-08-08 09:42:39,COMPLETED,
LO-PS10-03587,rubis,nairobi,TRK-0593,AGO,36000,2026-08-08 07:21:53,2026-08-08 09:02:53,2026-08-08 08:47:53,2026-08-08 09:47:53,COMPLETED,
LO-PS10-03588,rubis,nairobi,TRK-0069,PMS,40000,2026-08-08 09:27:44,2026-08-08 11:36:44,2026-08-08 11:21:44,2026-08-08 12:21:44,COMPLETED,
LO-PS25-01974,totalenergies,nakuru,TRK-0686,AGO,28000,2026-08-08 07:25:56,2026-08-08 08:48:56,2026-08-08 08:33:56,2026-08-08 09:33:56,COMPLETED,
LO-KOTPS1-02831,totalenergies,mombasa,TRK-0305,AGO,36000,2026-08-08 08:09:37,2026-08-08 10:14:37,2026-08-08 09:59:37,2026-08-08 10:59:37,COMPLETED,
LO-KOTPS1-02832,rubis,mombasa,TRK-0001,PMS,36000,2026-08-08 06:53:51,2026-08-08 09:14:51,2026-08-08 08:59:51,2026-08-08 09:59:51,COMPLETED,
LO-KOTPS1-02833,hass,mombasa,TRK-0191,PMS,36000,2026-08-08 14:42:41,2026-08-08 16:10:41,2026-08-08 15:55:41,2026-08-08 16:55:41,COMPLETED,
LO-PS28-01535,totalenergies,kisumu,TRK-0283,PMS,34000,2026-08-08 13:12:23,2026-08-08 14:40:23,2026-08-08 14:25:23,2026-08-08 15:25:23,COMPLETED,
LO-PS10-03589,rubis,nairobi,TRK-0454,DPK,34000,2026-08-08 08:01:21,2026-08-08 09:39:21,2026-08-08 09:24:21,2026-08-08 10:24:21,COMPLETED,
LO-PS10-03590,vivo,nairobi,TRK-0563,AGO,28000,2026-08-08 11:26:11,2026-08-08 13:20:11,2026-08-08 13:05:11,2026-08-08 14:05:11,COMPLETED,
LO-KOTPS1-02834,totalenergies,mombasa,TRK-0182,PMS,36000,2026-08-08 08:55:46,2026-08-08 10:30:46,2026-08-08 10:15:46,2026-08-08 11:15:46,COMPLETED,
LO-PS28-01536,totalenergies,kisumu,TRK-0545,JET-A1,34000,2026-08-08 06:45:16,2026-08-08 07:44:16,2026-08-08 07:29:16,2026-08-08 08:29:16,COMPLETED,
LO-KOTPS1-02835,vivo,mombasa,TRK-0376,DPK,34000,2026-08-08 10:20:25,2026-08-08 12:15:25,2026-08-08 12:00:25,2026-08-08 13:00:25,COMPLETED,
LO-PS28-01537,totalenergies,kisumu,TRK-0192,AGO,32000,2026-08-08 15:35:31,2026-08-08 16:42:31,2026-08-08 16:27:31,2026-08-08 17:27:31,COMPLETED,
LO-KOTPS1-02836,hass,mombasa,TRK-0100,PMS,34000,2026-08-08 12:29:13,2026-08-08 14:01:13,2026-08-08 13:46:13,2026-08-08 14:46:13,COMPLETED,
LO-PS10-03591,totalenergies,nairobi,TRK-0431,PMS,38000,2026-08-08 07:19:31,2026-08-08 09:25:31,2026-08-08 09:10:31,2026-08-08 10:10:31,COMPLETED,
LO-KOTPS1-02837,totalenergies,mombasa,TRK-0255,DPK,28000,2026-08-08 14:59:04,2026-08-08 17:13:04,2026-08-08 16:58:04,2026-08-08 17:58:04,COMPLETED,
LO-PS25-01975,vivo,nakuru,TRK-0034,PMS,28000,2026-08-09 09:06:15,2026-08-09 10:55:15,2026-08-09 10:40:15,2026-08-09 11:40:15,COMPLETED,
LO-PS10-03592,rubis,nairobi,TRK-0333,AGO,38000,2026-08-09 08:26:23,2026-08-09 09:55:23,2026-08-09 09:40:23,2026-08-09 10:40:23,COMPLETED,
LO-PS25-01976,hass,nakuru,TRK-0201,AGO,34000,2026-08-09 13:41:57,2026-08-09 16:01:57,2026-08-09 15:46:57,2026-08-09 16:46:57,COMPLETED,
LO-KOTPS1-02838,ola,mombasa,TRK-0639,PMS,38000,2026-08-09 10:00:25,2026-08-09 11:43:25,2026-08-09 11:28:25,2026-08-09 12:28:25,COMPLETED,
LO-KOTPS1-02839,totalenergies,mombasa,TRK-0517,PMS,38000,2026-08-09 10:37:25,2026-08-09 11:29:25,2026-08-09 11:14:25,2026-08-09 12:14:25,COMPLETED,
LO-PS25-01977,vivo,nakuru,TRK-0313,PMS,28000,2026-08-09 15:05:57,2026-08-09 16:08:57,2026-08-09 15:53:57,2026-08-09 16:53:57,COMPLETED,
LO-KOTPS1-02840,ola,mombasa,TRK-0186,PMS,40000,2026-08-09 13:58:51,2026-08-09 15:49:51,2026-08-09 15:34:51,2026-08-09 16:34:51,COMPLETED,
LO-PS10-03593,lakeoil,nairobi,TRK-0436,AGO,32000,2026-08-09 10:04:10,2026-08-09 12:14:10,2026-08-09 11:59:10,2026-08-09 12:59:10,COMPLETED,
LO-KOTPS1-02841,lakeoil,mombasa,TRK-0635,AGO,36000,2026-08-09 08:35:59,2026-08-09 10:38:59,2026-08-09 10:23:59,2026-08-09 11:23:59,COMPLETED,
LO-PS28-01538,vivo,kisumu,TRK-0626,PMS,36000,2026-08-09 14:19:34,2026-08-09 16:02:34,2026-08-09 15:47:34,2026-08-09 16:47:34,COMPLETED,
LO-PS28-01539,rubis,kisumu,TRK-0710,AGO,28000,2026-08-09 06:05:03,2026-08-09 07:19:03,2026-08-09 07:04:03,2026-08-09 08:04:03,COMPLETED,
LO-PS10-03594,lakeoil,nairobi,TRK-0180,DPK,40000,2026-08-09 11:01:39,2026-08-09 12:13:39,2026-08-09 11:58:39,2026-08-09 12:58:39,REJECTED,
LO-PS27-01766,totalenergies,eldoret,TRK-0748,DPK,38000,2026-08-09 17:21:00,2026-08-09 19:43:00,2026-08-09 19:28:00,2026-08-09 20:28:00,COMPLETED,
LO-KOTPS1-02842,rubis,mombasa,TRK-0564,JET-A1,38000,2026-08-09 09:51:28,2026-08-09 11:55:28,2026-08-09 11:40:28,2026-08-09 12:40:28,COMPLETED,
LO-PS27-01767,totalenergies,eldoret,TRK-0442,PMS,38000,2026-08-09 13:38:57,2026-08-09 14:40:57,2026-08-09 14:25:57,2026-08-09 15:25:57,COMPLETED,
LO-PS10-03595,ola,nairobi,TRK-0215,AGO,40000,2026-08-09 07:00:50,2026-08-09 08:57:50,2026-08-09 08:42:50,2026-08-09 09:42:50,COMPLETED,
LO-KOTPS1-02843,totalenergies,mombasa,TRK-0341,PMS,32000,2026-08-09 07:26:58,2026-08-09 09:16:58,2026-08-09 09:01:58,2026-08-09 10:01:58,COMPLETED,
LO-PS25-01978,vivo,nakuru,TRK-0229,AGO,38000,2026-08-09 08:48:16,2026-08-09 10:26:16,2026-08-09 10:11:16,2026-08-09 11:11:16,COMPLETED,
LO-PS25-01979,rubis,nakuru,TRK-0012,AGO,40000,2026-08-09 10:16:35,2026-08-09 11:43:35,2026-08-09 11:28:35,2026-08-09 12:28:35,COMPLETED,
LO-PS28-01540,hass,kisumu,TRK-0434,AGO,36000,2026-08-09 10:17:24,2026-08-09 11:07:24,2026-08-09 10:52:24,2026-08-09 11:52:24,COMPLETED,
LO-PS10-03596,totalenergies,nairobi,TRK-0409,PMS,28000,2026-08-09 08:45:00,2026-08-09 09:33:00,2026-08-09 09:18:00,2026-08-09 10:18:00,COMPLETED,
LO-KOTPS1-02844,vivo,mombasa,TRK-0346,AGO,36000,2026-08-09 14:04:43,2026-08-09 15:25:43,2026-08-09 15:10:43,2026-08-09 16:10:43,COMPLETED,
LO-PS10-03597,rubis,nairobi,TRK-0011,AGO,40000,2026-08-09 15:59:29,2026-08-09 18:19:29,2026-08-09 18:04:29,2026-08-09 19:04:29,COMPLETED,
LO-KOTPS1-02845,ola,mombasa,TRK-0551,PMS,36000,2026-08-09 08:47:19,2026-08-09 11:06:19,2026-08-09 10:51:19,2026-08-09 11:51:19,COMPLETED,
LO-PS25-01980,vivo,nakuru,TRK-0465,AGO,36000,2026-08-09 07:48:29,2026-08-09 09:16:29,2026-08-09 09:01:29,2026-08-09 10:01:29,COMPLETED,
LO-PS10-03598,rubis,nairobi,TRK-0533,PMS,28000,2026-08-09 06:32:22,2026-08-09 08:07:22,2026-08-09 07:52:22,2026-08-09 08:52:22,COMPLETED,
LO-PS25-01981,rubis,nakuru,TRK-0105,AGO,40000,2026-08-09 08:17:03,2026-08-09 09:14:03,2026-08-09 08:59:03,2026-08-09 09:59:03,REJECTED,
LO-KOTPS1-02846,totalenergies,mombasa,TRK-0075,AGO,40000,2026-08-09 07:11:08,2026-08-09 09:29:08,2026-08-09 09:14:08,2026-08-09 10:14:08,COMPLETED,
LO-PS10-03599,lakeoil,nairobi,TRK-0572,AGO,28000,2026-08-09 07:14:01,2026-08-09 09:29:01,2026-08-09 09:14:01,2026-08-09 10:14:01,COMPLETED,
LO-KOTPS1-02847,totalenergies,mombasa,TRK-0631,PMS,36000,2026-08-09 07:55:13,2026-08-09 09:22:13,2026-08-09 09:07:13,2026-08-09 10:07:13,COMPLETED,
LO-PS25-01982,vivo,nakuru,TRK-0609,JET-A1,38000,2026-08-09 16:50:05,2026-08-09 19:10:05,2026-08-09 18:55:05,2026-08-09 19:55:05,COMPLETED,
LO-PS10-03600,totalenergies,nairobi,TRK-0396,PMS,34000,2026-08-09 11:19:40,2026-08-09 12:25:40,2026-08-09 12:10:40,2026-08-09 13:10:40,COMPLETED,
LO-PS10-03601,totalenergies,nairobi,TRK-0571,PMS,38000,2026-08-09 10:19:47,2026-08-09 12:15:47,2026-08-09 12:00:47,2026-08-09 13:00:47,COMPLETED,
LO-PS10-03602,vivo,nairobi,TRK-0130,PMS,36000,2026-08-09 08:06:00,2026-08-09 10:00:00,2026-08-09 09:45:00,2026-08-09 10:45:00,COMPLETED,
LO-PS27-01768,vivo,eldoret,TRK-0148,AGO,38000,2026-08-09 08:27:13,2026-08-09 09:32:13,2026-08-09 09:17:13,2026-08-09 10:17:13,COMPLETED,
LO-PS25-01983,totalenergies,nakuru,TRK-0499,AGO,28000,2026-08-09 09:25:08,2026-08-09 10:24:08,2026-08-09 10:09:08,2026-08-09 11:09:08,COMPLETED,
LO-PS10-03603,lakeoil,nairobi,TRK-0573,PMS,38000,2026-08-09 08:04:03,2026-08-09 09:00:03,2026-08-09 08:45:03,2026-08-09 09:45:03,COMPLETED,
LO-KOTPS1-02848,totalenergies,mombasa,TRK-0672,AGO,32000,2026-08-09 09:10:37,2026-08-09 11:33:37,2026-08-09 11:18:37,2026-08-09 12:18:37,COMPLETED,
LO-PS10-03604,vivo,nairobi,TRK-0473,PMS,40000,2026-08-09 08:03:01,2026-08-09 10:10:01,2026-08-09 09:55:01,2026-08-09 10:55:01,COMPLETED,
LO-PS28-01541,rubis,kisumu,TRK-0616,PMS,28000,2026-08-09 10:19:00,2026-08-09 11:40:00,2026-08-09 11:25:00,2026-08-09 12:25:00,COMPLETED,
LO-PS10-03605,totalenergies,nairobi,TRK-0148,PMS,38000,2026-08-09 11:15:51,2026-08-09 12:31:51,2026-08-09 12:16:51,2026-08-09 13:16:51,COMPLETED,
LO-PS25-01984,ola,nakuru,TRK-0214,AGO,40000,2026-08-09 14:16:42,2026-08-09 15:40:42,2026-08-09 15:25:42,2026-08-09 16:25:42,COMPLETED,
LO-PS10-03606,totalenergies,nairobi,TRK-0497,DPK,40000,2026-08-10 06:38:44,2026-08-10 09:03:44,2026-08-10 08:48:44,2026-08-10 09:48:44,COMPLETED,
LO-PS25-01985,vivo,nakuru,TRK-0472,PMS,34000,2026-08-10 11:46:13,2026-08-10 13:29:13,2026-08-10 13:14:13,2026-08-10 14:14:13,REJECTED,
LO-PS25-01986,hass,nakuru,TRK-0242,PMS,38000,2026-08-10 13:02:52,2026-08-10 14:59:52,2026-08-10 14:44:52,2026-08-10 15:44:52,COMPLETED,
LO-PS27-01769,vivo,eldoret,TRK-0268,PMS,34000,2026-08-10 11:23:39,2026-08-10 12:32:39,2026-08-10 12:17:39,2026-08-10 13:17:39,COMPLETED,
LO-KOTPS1-02849,ola,mombasa,TRK-0550,DPK,28000,2026-08-10 06:31:36,2026-08-10 07:50:36,2026-08-10 07:35:36,2026-08-10 08:35:36,CANCELLED,OMC_ALLOCATION_EXCEEDED
LO-PS10-03607,vivo,nairobi,TRK-0723,DPK,36000,2026-08-10 09:05:12,2026-08-10 11:19:12,2026-08-10 11:04:12,2026-08-10 12:04:12,COMPLETED,
LO-KOTPS1-02850,totalenergies,mombasa,TRK-0107,AGO,38000,2026-08-10 15:51:41,2026-08-10 17:17:41,2026-08-10 17:02:41,2026-08-10 18:02:41,COMPLETED,
LO-KOTPS1-02851,ola,mombasa,TRK-0022,AGO,38000,2026-08-10 08:01:54,2026-08-10 09:56:54,2026-08-10 09:41:54,2026-08-10 10:41:54,COMPLETED,
LO-PS10-03608,lakeoil,nairobi,TRK-0612,PMS,38000,2026-08-10 07:01:01,2026-08-10 08:20:01,2026-08-10 08:05:01,2026-08-10 09:05:01,COMPLETED,
LO-PS10-03609,hass,nairobi,TRK-0480,AGO,38000,2026-08-10 09:43:40,2026-08-10 12:02:40,2026-08-10 11:47:40,2026-08-10 12:47:40,COMPLETED,
LO-PS25-01987,totalenergies,nakuru,TRK-0455,AGO,40000,2026-08-10 07:50:22,2026-08-10 10:16:22,2026-08-10 10:01:22,2026-08-10 11:01:22,COMPLETED,
LO-KOTPS1-02852,totalenergies,mombasa,TRK-0517,PMS,38000,2026-08-10 09:12:59,2026-08-10 11:09:59,2026-08-10 10:54:59,2026-08-10 11:54:59,COMPLETED,
LO-PS25-01988,totalenergies,nakuru,TRK-0223,AGO,40000,2026-08-10 16:07:42,2026-08-10 17:07:42,2026-08-10 16:52:42,2026-08-10 17:52:42,COMPLETED,
LO-KOTPS1-02853,ola,mombasa,TRK-0289,JET-A1,38000,2026-08-10 09:09:02,2026-08-10 10:31:02,2026-08-10 10:16:02,2026-08-10 11:16:02,COMPLETED,
LO-PS28-01542,petrocity,kisumu,TRK-0750,AGO,34000,2026-08-10 07:06:04,2026-08-10 09:35:04,2026-08-10 09:20:04,2026-08-10 10:20:04,COMPLETED,
LO-PS28-01543,vivo,kisumu,TRK-0171,AGO,32000,2026-08-10 12:42:11,2026-08-10 15:12:11,2026-08-10 14:57:11,2026-08-10 15:57:11,COMPLETED,
LO-PS28-01544,totalenergies,kisumu,TRK-0345,AGO,32000,2026-08-10 09:09:15,2026-08-10 11:01:15,2026-08-10 10:46:15,2026-08-10 11:46:15,COMPLETED,
LO-PS28-01545,vivo,kisumu,TRK-0611,PMS,38000,2026-08-10 13:19:28,2026-08-10 14:07:28,2026-08-10 13:52:28,2026-08-10 14:52:28,COMPLETED,
LO-PS10-03610,lakeoil,nairobi,TRK-0750,JET-A1,34000,2026-08-10 09:36:57,2026-08-10 11:55:57,2026-08-10 11:40:57,2026-08-10 12:40:57,COMPLETED,
LO-PS25-01989,lakeoil,nakuru,TRK-0157,JET-A1,32000,2026-08-10 12:32:38,2026-08-10 14:14:38,2026-08-10 13:59:38,2026-08-10 14:59:38,COMPLETED,
LO-PS25-01990,rubis,nakuru,TRK-0419,AGO,28000,2026-08-10 11:24:55,2026-08-10 13:06:55,2026-08-10 12:51:55,2026-08-10 13:51:55,COMPLETED,
LO-PS10-03611,totalenergies,nairobi,TRK-0645,PMS,34000,2026-08-10 13:09:09,2026-08-10 15:13:09,2026-08-10 14:58:09,2026-08-10 15:58:09,COMPLETED,
LO-KOTPS1-02854,vivo,mombasa,TRK-0079,AGO,34000,2026-08-10 08:07:08,2026-08-10 09:24:08,2026-08-10 09:09:08,2026-08-10 10:09:08,COMPLETED,
LO-PS25-01991,vivo,nakuru,TRK-0032,PMS,28000,2026-08-10 07:55:44,2026-08-10 09:15:44,2026-08-10 09:00:44,2026-08-10 10:00:44,COMPLETED,
LO-PS25-01992,vivo,nakuru,TRK-0309,PMS,34000,2026-08-10 10:11:43,2026-08-10 11:25:43,2026-08-10 11:10:43,2026-08-10 12:10:43,COMPLETED,
LO-PS28-01546,rubis,kisumu,TRK-0011,AGO,40000,2026-08-10 07:55:26,2026-08-10 09:04:26,2026-08-10 08:49:26,2026-08-10 09:49:26,COMPLETED,
LO-KOTPS1-02855,vivo,mombasa,TRK-0535,AGO,32000,2026-08-10 08:10:33,2026-08-10 10:28:33,2026-08-10 10:13:33,2026-08-10 11:13:33,COMPLETED,
LO-PS25-01993,totalenergies,nakuru,TRK-0354,PMS,38000,2026-08-10 10:32:53,2026-08-10 11:52:53,2026-08-10 11:37:53,2026-08-10 12:37:53,COMPLETED,
LO-PS10-03612,ola,nairobi,TRK-0604,DPK,28000,2026-08-10 10:58:29,2026-08-10 12:02:29,2026-08-10 11:47:29,2026-08-10 12:47:29,COMPLETED,
LO-PS25-01994,totalenergies,nakuru,TRK-0066,PMS,36000,2026-08-10 08:32:18,2026-08-10 09:19:18,2026-08-10 09:04:18,2026-08-10 10:04:18,COMPLETED,
LO-KOTPS1-02856,hass,mombasa,TRK-0194,PMS,40000,2026-08-10 08:47:40,2026-08-10 11:00:40,2026-08-10 10:45:40,2026-08-10 11:45:40,COMPLETED,
LO-PS10-03613,hass,nairobi,TRK-0613,PMS,40000,2026-08-10 08:43:39,2026-08-10 09:55:39,2026-08-10 09:40:39,2026-08-10 10:40:39,COMPLETED,
LO-PS27-01770,rubis,eldoret,TRK-0387,AGO,40000,2026-08-10 08:36:42,2026-08-10 09:48:42,2026-08-10 09:33:42,2026-08-10 10:33:42,COMPLETED,
LO-KOTPS1-02857,lakeoil,mombasa,TRK-0692,PMS,28000,2026-08-10 09:48:18,2026-08-10 10:49:18,2026-08-10 10:34:18,2026-08-10 11:34:18,COMPLETED,
LO-PS27-01771,lakeoil,eldoret,TRK-0410,DPK,32000,2026-08-10 10:46:41,2026-08-10 11:32:41,2026-08-10 11:17:41,2026-08-10 12:17:41,COMPLETED,
LO-PS27-01772,rubis,eldoret,TRK-0623,AGO,32000,2026-08-10 09:19:26,2026-08-10 10:54:26,2026-08-10 10:39:26,2026-08-10 11:39:26,COMPLETED,
LO-KOTPS1-02858,petrocity,mombasa,TRK-0113,PMS,32000,2026-08-10 10:30:11,2026-08-10 11:23:11,2026-08-10 11:08:11,2026-08-10 12:08:11,COMPLETED,
LO-KOTPS1-02859,vivo,mombasa,TRK-0616,DPK,28000,2026-08-10 08:02:48,2026-08-10 09:26:48,2026-08-10 09:11:48,2026-08-10 10:11:48,COMPLETED,
LO-KOTPS1-02860,rubis,mombasa,TRK-0096,AGO,34000,2026-08-10 13:41:23,2026-08-10 15:27:23,2026-08-10 15:12:23,2026-08-10 16:12:23,COMPLETED,
LO-PS10-03614,vivo,nairobi,TRK-0116,PMS,36000,2026-08-10 09:02:15,2026-08-10 11:25:15,2026-08-10 11:10:15,2026-08-10 12:10:15,COMPLETED,
LO-PS10-03615,ola,nairobi,TRK-0594,PMS,32000,2026-08-10 15:31:57,2026-08-10 16:40:57,2026-08-10 16:25:57,2026-08-10 17:25:57,COMPLETED,
LO-PS10-03616,vivo,nairobi,TRK-0673,AGO,32000,2026-08-10 07:50:46,2026-08-10 08:53:46,2026-08-10 08:38:46,2026-08-10 09:38:46,COMPLETED,
LO-PS10-03617,vivo,nairobi,TRK-0020,AGO,40000,2026-08-10 14:07:46,2026-08-10 15:02:46,2026-08-10 14:47:46,2026-08-10 15:47:46,COMPLETED,
LO-PS10-03618,totalenergies,nairobi,TRK-0553,AGO,28000,2026-08-10 10:06:46,2026-08-10 11:29:46,2026-08-10 11:14:46,2026-08-10 12:14:46,COMPLETED,
LO-KOTPS1-02861,rubis,mombasa,TRK-0271,AGO,28000,2026-08-10 07:14:31,2026-08-10 09:21:31,2026-08-10 09:06:31,2026-08-10 10:06:31,COMPLETED,
LO-KOTPS1-02862,ola,mombasa,TRK-0742,PMS,28000,2026-08-10 11:22:23,2026-08-10 12:49:23,2026-08-10 12:34:23,2026-08-10 13:34:23,COMPLETED,
LO-PS10-03619,rubis,nairobi,TRK-0361,PMS,-36000,2026-08-10 09:34:19,2026-08-10 12:04:19,2026-08-10 11:49:19,2026-08-10 12:49:19,COMPLETED,
LO-PS10-03620,vivo,nairobi,TRK-0445,DPK,38000,2026-08-10 13:00:18,2026-08-10 15:09:18,2026-08-10 14:54:18,2026-08-10 15:54:18,COMPLETED,
LO-PS10-03621,petrocity,nairobi,TRK-0682,AGO,36000,2026-08-10 06:43:35,2026-08-10 09:10:35,2026-08-10 08:55:35,2026-08-10 09:55:35,COMPLETED,
LO-KOTPS1-02863,rubis,mombasa,TRK-0394,AGO,28000,2026-08-10 07:56:41,2026-08-10 10:07:41,2026-08-10 09:52:41,2026-08-10 10:52:41,COMPLETED,
LO-PS10-03622,vivo,nairobi,TRK-0641,PMS,38000,2026-08-10 15:50:11,2026-08-10 16:35:11,2026-08-10 16:20:11,2026-08-10 17:20:11,COMPLETED,
LO-KOTPS1-02864,vivo,mombasa,TRK-0373,PMS,28000,2026-08-10 06:03:42,2026-08-10 07:46:42,2026-08-10 07:31:42,2026-08-10 08:31:42,COMPLETED,
LO-KOTPS1-02865,totalenergies,mombasa,TRK-0164,AGO,32000,2026-08-10 14:00:48,2026-08-10 16:14:48,2026-08-10 15:59:48,2026-08-10 16:59:48,COMPLETED,
LO-PS10-03623,lakeoil,nairobi,TRK-0203,AGO,34000,2026-08-10 11:46:36,2026-08-10 13:40:36,2026-08-10 13:25:36,2026-08-10 14:25:36,COMPLETED,
LO-PS27-01773,ola,eldoret,,PMS,28000,2026-08-10 09:09:06,2026-08-10 10:08:06,2026-08-10 09:53:06,2026-08-10 10:53:06,COMPLETED,
LO-KOTPS1-02866,ola,mombasa,TRK-0328,PMS,28000,2026-08-10 10:51:02,2026-08-10 12:46:02,2026-08-10 12:31:02,2026-08-10 13:31:02,COMPLETED,
LO-PS10-03624,totalenergies,nairobi,TRK-0278,PMS,32000,2026-08-10 10:12:21,2026-08-10 11:52:21,2026-08-10 11:37:21,2026-08-10 12:37:21,COMPLETED,
LO-PS28-01547,totalenergies,kisumu,TRK-0471,AGO,32000,2026-08-10 08:43:36,2026-08-10 10:31:36,2026-08-10 10:16:36,2026-08-10 11:16:36,COMPLETED,
LO-KOTPS1-02867,vivo,mombasa,TRK-0095,PMS,38000,2026-08-10 14:26:21,2026-08-10 16:49:21,2026-08-10 16:34:21,2026-08-10 17:34:21,COMPLETED,
LO-PS28-01548,vivo,kisumu,TRK-0156,AGO,28000,2026-08-10 13:14:00,2026-08-10 14:52:00,2026-08-10 14:37:00,2026-08-10 15:37:00,COMPLETED,
LO-PS25-01995,totalenergies,nakuru,TRK-0077,AGO,40000,2026-08-10 11:55:50,2026-08-10 12:49:50,2026-08-10 12:34:50,2026-08-10 13:34:50,COMPLETED,
LO-PS25-01996,vivo,nakuru,TRK-0240,AGO,36000,2026-08-10 17:11:53,2026-08-10 18:27:53,2026-08-10 18:12:53,2026-08-10 19:12:53,COMPLETED,
LO-PS10-03625,ola,nairobi,TRK-0366,PMS,40000,2026-08-10 13:24:03,2026-08-10 15:08:03,2026-08-10 14:53:03,2026-08-10 15:53:03,COMPLETED,
LO-PS10-03626,lakeoil,marsabit,TRK-0067,AGO,40000,2026-08-10 09:38:11,2026-08-10 11:19:11,2026-08-10 11:04:11,2026-08-10 12:04:11,COMPLETED,
LO-PS10-03627,totalenergies,nairobi,TRK-0748,AGO,38000,2026-08-10 15:51:52,2026-08-10 16:57:52,2026-08-10 16:42:52,2026-08-10 17:42:52,COMPLETED,
LO-PS28-01549,vivo,kisumu,TRK-0117,AGO,36000,2026-08-10 08:23:51,2026-08-10 10:37:51,2026-08-10 10:22:51,2026-08-10 11:22:51,COMPLETED,
LO-PS25-01997,totalenergies,nakuru,TRK-0625,PMS,28000,2026-08-10 08:03:16,2026-08-10 09:40:16,2026-08-10 09:25:16,2026-08-10 10:25:16,COMPLETED,
LO-PS10-03628,petrocity,nairobi,TRK-0179,AGO,34000,2026-08-10 09:38:58,2026-08-10 11:39:58,2026-08-10 11:24:58,2026-08-10 12:24:58,COMPLETED,
LO-PS25-01998,totalenergies,nakuru,TRK-0159,PMS,32000,2026-08-10 10:34:36,2026-08-10 11:46:36,2026-08-10 11:31:36,2026-08-10 12:31:36,COMPLETED,
LO-PS27-01774,vivo,eldoret,TRK-0358,PMS,36000,2026-08-10 08:31:00,2026-08-10 09:33:00,2026-08-10 09:18:00,2026-08-10 10:18:00,COMPLETED,
LO-PS27-01775,vivo,eldoret,TRK-0356,PMS,32000,2026-08-10 09:59:17,2026-08-10 11:23:17,2026-08-10 11:08:17,2026-08-10 12:08:17,COMPLETED,
LO-PS10-03629,ola,nairobi,TRK-0470,AGO,38000,2026-08-10 13:05:25,2026-08-10 15:31:25,2026-08-10 15:16:25,2026-08-10 16:16:25,COMPLETED,
